,index,약국ID,주소,약국명,대표전화1,진료시간(월요일)C,진료시간(화요일)C,진료시간(수요일)C,진료시간(목요일)C,진료시간(금요일)C,진료시간(토요일)C,진료시간(일요일)C,진료시간(공휴일)C,진료시간(월요일)S,진료시간(화요일)S,진료시간(수요일)S,진료시간(목요일)S,진료시간(금요일)S,진료시간(토요일)S,진료시간(일요일)S,진료시간(공휴일)S,우편번호1,우편번호2,병원경도,병원위도,작업일시,geometry
2578,2664,C1107199,서울특별시 송파구 올림픽로12길 34 (잠실동 103호),신화약국,02-2202-2468,2000,2000,2000,2000,2000,1300,1800.0,2400.0,900,900,900,900,900,900,1600.0,1100.0,55,63,127.08332493677216,37.50860113080166,2022-07-20 17:42:08.0,POINT (963174.2004816126 1945562.0877227457)
2579,2665,C1103296,서울특별시 용산구 백범로 285 (효창동),신효창프라자약국,02-718-6448,1930,1930,1930,1930,1930,1600,1300.0,1300.0,830,830,830,830,830,800,900.0,800.0,43,18,126.961060776346,37.539618578237054,2022-07-20 17:42:08.0,POINT (952388.1196907012 1949058.1683286938)
2580,2666,C1107008,서울특별시 성북구 보국문로 76 (정릉동),신흥약국,02-914-4103,2100,2100,2100,2100,2100,2100,1300.0,1300.0,900,900,900,900,900,900,900.0,800.0,27,11,127.00897453900755,37.61113119739981,2022-07-20 17:42:08.0,POINT (956662.4908444971 1956968.9617909563)
2581,2667,C1102461,서울특별시 성동구 용답중앙15길 11 (용답동),실로암약국,02-2216-5360,2100,2100,2100,2100,2100,1800,1300.0,1300.0,900,900,900,900,900,900,900.0,800.0,48,4,127.05354658175447,37.56454527751572,2022-07-20 17:42:08.0,POINT (960571.8384985391 1951780.8371013985)
2582,2668,C1103717,서울특별시 양천구 오목로 197  (신정동),심지약국,02-2696-0903,1930,1930,1930,1930,1930,1800,1300.0,1300.0,900,900,900,900,900,900,900.0,800.0,79,45,126.85942017024142,37.52557885697983,2022-07-20 17:42:08.0,POINT (943398.1140512747 1947556.8493800694)
2583,2669,C1102463,서울특별시 서초구 남부순환로339길 53 1층 (서초동),십자당약국,02-583-9482,2200,2200,2200,2200,2200,2200,1300.0,1300.0,800,800,800,800,800,800,900.0,800.0,67,25,127.02147833762312,37.485378986289945,2022-07-20 17:42:08.0,POINT (957695.0602913938 1943011.7398616555)
2584,2670,C1100608,서울특별시 성북구 숭인로2길 82 2층 (길음동),십자약국,02-988-5964,2130,2130,2130,2130,2130,2130,2130.0,2130.0,900,900,900,900,900,900,900.0,900.0,27,31,127.02399600127704,37.60790355716172,2022-07-20 17:42:08.0,POINT (957986.4653113192 1956604.0406745616)
2585,2671,C1104104,서울특별시 강남구 선릉로 567 1층 일부호 (역삼동),싱싱약국,070-8851-3202,2000,2000,2000,2000,2000,1400,2130.0,2130.0,900,900,900,900,900,900,900.0,900.0,61,45,127.04407525913248,37.50908554548887,2022-07-20 17:42:08.0,POINT (959705.5506580523 1945631.9145685679)
2586,2672,C1107592,서울특별시 서대문구 통일로 87 지하 1층,싱싱약국,02-363-8855,1500,2000,2000,2000,2000,1400,2130.0,2130.0,1100,900,900,900,900,900,900.0,900.0,37,39,126.9685120878853,37.56277646080805,2022-07-20 17:42:08.0,POINT (953060.926856432 1951623.6691866228)
2587,2673,C1100609,서울특별시 노원구 수락산로 190 203호 (상계동 희락상가),싱싱약국,02-937-6790,1900,1900,1900,1900,1900,1600,2130.0,2130.0,900,900,900,900,900,900,900.0,900.0,16,31,127.05716640232907,37.671189928256666,2022-07-20 17:42:08.0,POINT (960947.3409947087 1963611.0916799835)
2588,2674,C1108748,서울특별시 강서구 양천로 559 가양이마트 2층 (가양동),2층즐거운약국,02-3664-0420,2100,2100,2100,2100,2100,2100,2100.0,2100.0,1000,1000,1000,1000,1000,1000,1000.0,1000.0,75,32,126.861817646457,37.558194814626,2022-06-20 17:41:58.0,POINT (943634.5189148524 1951173.9939591412)
2589,2675,C1107837,서울특별시 송파구 충민로 52 가든파이브웍스 S동 307호 (문정동),가든건강약국,02-2047-1140,2000,2000,2000,2000,2000,1700,1700.0,1700.0,1000,1000,1000,1000,1000,1000,1000.0,1000.0,58,39,127.1227471715,37.4777162766,2022-07-20 17:41:59.0,POINT (966644.6246065461 1942120.9267068105)
2590,2676,C1108960,서울특별시 강남구 강남대로 620 영일빌딩 1층 일부호 (신사동),싱싱온누리약국,070-5025-6227,2100,2100,2100,2100,2100,1630,2130.0,2130.0,930,930,930,930,930,930,900.0,900.0,60,35,127.01969555607,37.5171459798091,2022-07-20 17:42:08.0,POINT (957555.4342608365 1946536.889761861)
2591,2677,C1100336,서울특별시 도봉구 도봉로141길 11 1층 (쌍문동),쌍문마이팜약국,02-990-3040,1930,1930,1930,1930,1930,1600,2130.0,2130.0,800,800,800,800,800,800,900.0,900.0,13,91,127.04141946055633,37.66153325474634,2022-07-20 17:42:08.0,POINT (959553.4004933325 1962546.3918505546)
2592,2678,C1100337,서울특별시 도봉구 해등로26길 7 (쌍문동 우진빌딩 110116호),쌍문상록수약국,02-990-0600,2100,2100,2100,2100,2100,1700,2130.0,2130.0,900,900,900,900,900,900,900.0,900.0,13,87,127.0326071651841,37.65843597878483,2022-07-20 17:42:08.0,POINT (958774.4428725928 1962206.5971352537)
2593,2679,C1100338,서울특별시 도봉구 도봉로 473-1,쌍문약국,02-908-5945,2130,2130,2130,2130,2130,2130,2130.0,2130.0,830,830,830,830,830,830,900.0,900.0,14,43,127.03413760213046,37.64813258815562,2022-07-20 17:42:08.0,POINT (958903.7551149048 1961062.8006285767)
2594,2680,C1102273,서울특별시 강동구 천중로 216 101호 (길동),쌍용약국,02-488-3511,1800,1800,1800,1800,1800,1500,2130.0,2130.0,900,900,900,900,900,900,900.0,900.0,53,44,127.14429015739078,37.54067886819078,2022-07-20 17:42:08.0,POINT (968575.7925576952 1949098.795873157)
2595,2681,C1104498,서울특별시 송파구 올림픽로4길 40  (잠실동),쌍용약국,02-413-4013,2100,2100,2100,2100,2100,2100,1500.0,2130.0,900,900,900,900,900,900,900.0,900.0,55,71,127.07424005808168,37.50715350438016,2022-07-20 17:42:08.0,POINT (962370.5471675937 1945405.0770283379)
2596,2682,C1108763,서울특별시 동작구 흑석로 108 1~2층 (흑석동),씨에이(CA)정문약국,02-825-1122,2200,2200,2200,2200,2200,2200,1500.0,2130.0,830,830,830,830,830,830,900.0,900.0,69,72,126.961343856195,37.5080448485124,2022-07-20 17:42:08.0,POINT (952393.0689151334 1945555.0975183612)
2597,2683,C1109090,서울특별시 영등포구 국제금융로6길 26 한국노총 3층 (여의도동),씨유약국,02-6277-1333,2000,2000,2000,2000,2000,1600,1500.0,2130.0,900,900,900,900,900,900,900.0,900.0,73,28,126.92697361375,37.5219546930167,2022-07-20 17:42:08.0,POINT (949364.7684213505 1947116.2602405204)
2598,2684,C1108368,서울특별시 서초구 강남대로 559 1층 101호 (잠원동),씨케이광생약국,02-516-9016,2100,2100,2100,2100,2100,1700,1500.0,2130.0,900,900,900,900,900,900,900.0,900.0,65,31,127.02054030100427,37.51177504178936,2022-07-20 17:42:08.0,POINT (957627.0483646904 1945940.6360225058)
2599,2685,C1108562,서울특별시 서초구 강남대로 597 1층 (잠원동),씨티약국,02-549-1175,2030,2030,2030,2030,2030,1700,1500.0,2130.0,900,900,900,900,900,900,900.0,900.0,65,26,127.01931958204388,37.51503688246283,2022-07-20 17:42:08.0,POINT (957521.0136820289 1946303.067832659)
2600,2686,C1100630,서울특별시 성북구 정릉로 274 1층 (정릉동),아가페온누리약국,02-916-8373,2000,2000,2000,2000,2000,1700,1700.0,2130.0,900,900,900,900,900,900,900.0,900.0,28,15,127.0137842595,37.6031876082,2022-07-20 17:42:08.0,POINT (957082.4314932753 1956085.4453476572)
2601,2687,C1100375,서울특별시 광진구 면목로 168 (중곡동),아나파약국,02-466-2729,2000,2000,2000,2000,2000,1800,1700.0,2130.0,900,900,900,900,900,900,900.0,900.0,49,4,127.08263960052535,37.56812527722359,2022-07-20 17:42:08.0,POINT (963142.9403496566 1952166.2108041083)
2602,2689,C1102275,서울특별시 동작구 현충로 114-1 (흑석동),아담약국,02-815-7060,2030,2030,2030,2030,2030,2000,1700.0,2130.0,900,900,900,900,900,900,900.0,900.0,69,79,126.96621020191584,37.50697504592491,2022-07-20 17:42:08.0,POINT (952822.4910719739 1945433.9583884184)
2603,2690,C1100376,서울특별시 서초구 서초대로77길 3 111호(서초동아라타워),아라약국,02-530-8575,2130,2130,2130,2130,2130,1830,1700.0,2130.0,930,930,930,930,930,930,900.0,900.0,66,15,127.02652559119034,37.49793440018569,2022-07-20 17:42:08.0,POINT (958148.2845950878 1944402.425109524)
2604,2691,C1107543,서울특별시 서초구 서초대로77길 3 1202호 (서초동 아라타워),아라타워아이약국,070-4269-3370,2130,2130,2130,2130,2130,1830,1700.0,2130.0,930,930,930,930,930,930,900.0,900.0,66,15,127.02650299796215,37.498060553008166,2022-07-20 17:42:08.0,POINT (958146.3579146094 1944416.431003765)
2605,2692,C1102276,서울특별시 서초구 서운로 216 GDA주니어스쿨 203호 (서초동),아란약국,02-537-9358,1830,1830,1830,1830,1830,1500,1700.0,2130.0,900,900,900,900,900,900,900.0,900.0,66,9,127.02335072839205,37.4998812440118,2022-07-20 17:42:08.0,POINT (957868.7418305008 1944619.8314955004)
2606,2693,C1103587,서울특별시 영등포구 여의대방로 87 (신길동),아람약국,02-844-4422,2000,2000,2000,2000,2000,2000,2000.0,2130.0,900,900,900,900,900,900,1700.0,900.0,74,34,126.9163123238743,37.49716891742604,2022-07-20 17:42:08.0,POINT (948405.6219131566 1944372.2112950247)
2607,2694,C1109253,서울특별시 양천구 목동동로 293 현대41타워 1층 38호 (목동),가온온누리약국,02-2061-1119,2030,2030,2030,2030,2030,1830,2100.0,1900.0,930,930,930,930,930,930,1000.0,900.0,79,97,126.875771989415,37.5281783139269,2022-07-20 17:41:59.0,POINT (944844.8963162935 1947835.531339489)
2608,2695,C1109312,서울특별시 은평구 은평로 96 (응암동),아람한약국,02-383-8816,1800,1800,1800,1800,1800,1600,2000.0,2130.0,900,900,900,900,900,900,1700.0,900.0,34,53,126.918464074709,37.5994303281973,2022-07-20 17:42:08.0,POINT (948666.0049220091 1955716.4298801417)
2609,2696,C1100547,서울특별시 강남구 역삼로 243 (역삼동),아로마약국,02-508-6064,1900,1900,1900,1900,1900,1500,1300.0,2130.0,900,900,900,900,900,900,900.0,900.0,62,25,127.04282947306211,37.49786315304607,2022-07-20 17:42:08.0,POINT (959589.399654003 1944387.39581384)
2610,2697,C1101203,서울특별시 은평구 통일로 855-8 (갈현동 연신내진원와이타운),아름다운달과별약국,02-3157-2088,2300,2300,2300,2300,2300,2300,2200.0,2200.0,900,900,900,900,900,900,1000.0,1000.0,33,30,126.92019444444443,37.619116666666656,2022-07-20 17:42:08.0,POINT (948832.2403130445 1957899.6090882916)
2611,2698,C1107475,서울특별시 관악구 난곡로 299 1층 (신림동),아름다운약국,02-855-7731,1900,1900,1900,1900,1900,1600,2200.0,2200.0,900,900,900,900,900,900,1000.0,1000.0,87,71,126.91436798818192,37.48067908578003,2022-07-20 17:42:08.0,POINT (948222.37225176 1942543.83183162)
2612,2699,C1100549,서울특별시 강동구 양재대로 1488 4층 (길동),아름다운약국,02-472-4113,1900,1900,1900,1900,1900,1600,2200.0,2200.0,830,830,830,830,830,830,1000.0,1000.0,53,51,127.14057939021798,37.538579060010186,2022-07-20 17:42:08.0,POINT (968247.0834817579 1948867.081427996)
2613,2700,C1103500,서울특별시 성북구 길음로 33 상가B동 지층 171819호 (길음동 길음뉴타운),아름다운약국,02-912-5148,1830,1830,1830,1830,1830,1800,2200.0,1230.0,900,900,900,900,900,900,1000.0,900.0,27,20,127.02148533046508,37.60670838050094,2022-07-20 17:42:08.0,POINT (957764.1888627172 1956472.5674909705)
2614,2701,C1102803,서울특별시 도봉구 도봉로 551 (쌍문동),아름다운약국,02-900-5812,1900,1900,1900,1900,1900,1400,2200.0,1230.0,830,830,830,830,830,830,1000.0,900.0,14,36,127.03783309010848,37.65452235399919,2022-07-20 17:42:08.0,POINT (959233.2491290756 1961770.1095996497)
2615,2702,C1100548,서울특별시 마포구 마포대로24길 56 1층 (아현동 보령빌딩),아름다운약국,02-3147-0433,2200,2200,2200,2200,2200,2100,1900.0,1900.0,830,830,830,830,830,830,1000.0,900.0,42,2,126.96207630567255,37.55149462004959,2022-07-20 17:42:08.0,POINT (952485.3745087311 1950375.2393410723)
2616,2703,C1103939,서울특별시 노원구 동일로 1370 1층 (상계동),아름다운온누리약국,02-932-0092,2000,1900,1900,2000,1900,1600,1900.0,1900.0,900,900,900,900,900,900,1000.0,900.0,17,56,127.06187888721844,37.65095432543767,2022-07-20 17:42:08.0,POINT (961352.438996037 1961364.0696618906)
2617,2704,C1100565,서울특별시 강남구 논현로 327,아름다운우리약국,02-564-7582,2200,2200,2200,2200,2200,2100,1900.0,2100.0,900,900,900,900,900,900,1000.0,1100.0,62,48,127.03962516765029,37.49446926426782,2022-07-20 17:42:08.0,POINT (959304.3187659285 1944012.2464783434)
2618,2705,C1103731,서울특별시 강서구 강서로56길 30 1층 코너호 (등촌동),아름드리약국,02-3661-2060,2000,2000,2000,2000,2000,1400,1900.0,2100.0,900,900,900,900,900,900,1000.0,1100.0,75,91,126.8403403718,37.5593318124,2022-07-20 17:42:08.0,POINT (941738.4690588998 1951313.2356212947)
2619,2706,C1104383,서울특별시 구로구 경인로53길 15,아름솔약국,02-2617-1849,1900,1900,1900,1900,1900,1400,1900.0,2100.0,900,900,900,900,900,900,1000.0,1100.0,82,17,126.87431795294007,37.50088331600903,2022-07-20 17:42:08.0,POINT (944696.2816821206 1944808.1512418385)
2620,2707,C1100568,서울특별시 동작구 서달로 110-1 (흑석동),아름약국,02-812-5763,2200,2200,2200,2200,2200,2200,2000.0,2100.0,800,800,800,800,800,800,1000.0,1100.0,69,87,126.96102754726122,37.50340546882969,2022-07-20 17:42:08.0,POINT (952362.1650429781 1945040.5461064128)
2621,2708,C1100567,서울특별시 강서구 양천로 366,아름약국,02-2658-4158,1830,1830,1830,1830,1830,1300,2000.0,2100.0,900,900,900,900,900,900,1000.0,1100.0,75,73,126.84295098728252,37.56730980881079,2022-07-20 17:42:08.0,POINT (941975.2310894151 1952196.7451293436)
2622,2709,C1109179,서울특별시 영등포구 영등포로 418-1 해원빌딩 102호 (신길동),아름약국,02-845-6546,1900,1200,1900,1900,1900,1500,2000.0,2100.0,900,900,900,900,900,900,1000.0,1100.0,73,54,126.924374784993,37.512599021731,2022-07-20 17:42:08.0,POINT (949128.7711954403 1946079.7027255006)
2623,2710,C1108847,서울특별시 중구 퇴계로46길 35 1층 (묵정동),아름약국,02-2273-0110,1830,1830,1830,1830,1830,1300,2000.0,2100.0,830,830,830,830,830,830,1000.0,1100.0,46,19,126.999670187851,37.5611152570562,2022-07-20 17:42:08.0,POINT (955811.7341170424 1951424.2612910192)
2624,2711,C1100170,서울특별시 관악구 호암로26길 57,아림약국,02-884-5221,2240,2240,2240,2240,2240,2240,2000.0,2100.0,1000,1000,1000,1000,1000,1000,1000.0,1100.0,88,13,126.93686040533444,37.47036854477373,2022-07-20 17:42:08.0,POINT (950204.1763715784 1941387.8120807947)
2625,2712,C1100572,서울특별시 송파구 토성로 26 강진빌딩 104105호 (풍납동),아산약국,02-483-4561,1900,1900,1900,1900,1900,1200,2000.0,2100.0,900,900,900,900,900,900,1000.0,1100.0,55,36,127.11317174,37.530434631,2022-07-20 17:42:08.0,POINT (965822.0361345368 1947973.11400115)
2626,2713,C1109200,서울특별시 송파구 올림픽로 493 1층 (풍납동),아산큰길약국,02-6949-2047,1830,1830,1830,1830,1830,1300,2000.0,2100.0,930,930,930,930,930,1000,1000.0,1100.0,55,39,127.117735099812,37.5264289133171,2022-07-20 17:42:08.0,POINT (966223.4242697727 1947527.055854683)
2627,2714,C1107657,서울특별시 서초구 바우뫼로 53 101호 (우면동 코오롱아파트),아성당약국,070-8102-8966,2100,2100,2100,2100,2100,2100,2100.0,2100.0,900,900,900,900,900,900,900.0,1100.0,67,62,127.0275520801,37.4724428435,2022-07-20 17:42:08.0,POINT (958224.8274629362 1941573.850438368)
2628,2715,C1104164,서울특별시 마포구 월드컵북로 230 201호 (중동 현대상가),2층하늘약국,02-303-4290,1830,1830,1830,1830,1830,1400,1900.0,1800.0,930,930,930,930,930,930,1000.0,900.0,39,41,126.90383356849009,37.57014047094452,2022-07-20 17:41:59.0,POINT (947353.8885301016 1952474.94221607)
2629,2716,C1102992,서울특별시 중구 충무로4길 2 (초동),아세아약국,02-2274-1600,2000,2000,2000,2000,2000,1600,2100.0,2100.0,800,800,800,800,800,800,900.0,1100.0,45,49,126.99297785234836,37.564964461780015,2022-07-20 17:42:08.0,POINT (955222.9785138252 1951854.4786726085)
2630,2717,C1107992,서울특별시 성북구 동소문로46길 18 101호 102호 (하월곡동 삼전솔하임3차),아이메디칼약국,02-942-3365,2200,2200,2200,2200,2200,1700,1700.0,1700.0,900,900,900,900,900,900,900.0,900.0,27,33,127.0299390838,37.6068462392,2022-07-20 17:42:08.0,POINT (958510.4352754945 1956484.092961595)
2631,2718,C1108665,서울특별시 관악구 남부순환로 2056 태림빌딩 지하1층 (남현동),아이봄약국,02-588-6358,1900,1900,1900,2100,1900,1400,1700.0,1700.0,830,830,830,830,830,900,900.0,900.0,88,5,126.977192725834,37.4763222522103,2022-07-20 17:42:08.0,POINT (953774.2704117298 1942027.7747504227)
2632,2719,C1102251,서울특별시 영등포구 여의나루로 42 407호 (여의도동종합상가),아이비약국,02-782-3728,1900,1900,1900,1900,1900,1500,1700.0,1700.0,900,900,900,900,900,900,900.0,900.0,73,28,126.92497295865542,37.52146942047973,2022-07-20 17:42:08.0,POINT (949187.6507404514 1947063.5007210888)
2633,2720,C1103962,서울특별시 마포구 만리재로 14 (공덕동) 르네상스타워 지하1층 12호,아이비약국,02-704-3350,1900,1900,1900,1900,1900,1500,1700.0,1700.0,900,900,900,900,900,900,900.0,900.0,41,95,126.95275875695894,37.54401130628534,2022-07-20 17:42:08.0,POINT (951657.519316118 1949549.7544958827)
2634,2721,C1100429,서울특별시 영등포구 국제금융로 86,아이비하늘약국,02-786-7087,1900,1900,1900,1900,1900,1400,1700.0,1700.0,900,900,900,900,900,900,900.0,900.0,73,33,126.93201679219052,37.520054111350966,2022-07-20 17:42:08.0,POINT (949809.1374171786 1946902.698514522)
2635,2722,C1107646,서울특별시 금천구 시흥대로 214 401호 (시흥동 비즈메드빌딩),아이사랑약국,02-802-1007,2100,2100,2100,1800,2100,1700,1600.0,1700.0,900,900,900,900,900,900,1000.0,900.0,86,28,126.9017142671,37.4530442449,2022-07-20 17:42:08.0,POINT (947084.1299906464 1939484.9565669482)
2636,2723,C1107111,서울특별시 중랑구 용마산로 310 (면목동) 1층,아이사랑약국,02-433-6990,1800,2100,2100,1800,2100,1700,1600.0,1700.0,900,900,900,900,900,900,1000.0,900.0,22,60,127.0926964221407,37.57972982651704,2022-07-20 17:42:08.0,POINT (964036.6423260518 1953449.7778073887)
2637,2724,C1100431,서울특별시 노원구 노원로34길 112,아이사랑약국,02-939-9793,2000,2000,2000,2000,2000,1500,1300.0,1300.0,900,900,900,900,900,900,900.0,900.0,16,79,127.06630511320807,37.66406295920647,2022-07-20 17:42:08.0,POINT (961749.6131101288 1962816.6111097222)
2638,2725,C1100433,서울특별시 성북구 정릉로31길 6 (정릉동),아이사랑약국,070-8616-4340,1830,1830,1830,1830,1830,1200,1300.0,1300.0,900,900,900,900,900,900,900.0,900.0,27,19,127.01654302857172,37.60356927107061,2022-07-20 17:42:08.0,POINT (957326.1636143877 1956126.5317721795)
2639,2726,C1108910,서울특별시 서초구 서초대로77길 55 에이프로 스퀘어 1층 (서초동),아이약국,02-3482-1688,2100,2100,2100,2100,2100,1800,1300.0,1300.0,930,930,930,930,930,930,900.0,900.0,66,11,127.024465815419,37.5021008334827,2022-07-20 17:42:08.0,POINT (957968.5497327066 1944865.582287241)
2640,2727,C1104679,서울특별시 도봉구 도봉로 461 우림빌딩 1층 (쌍문동),아이약국,070-8886-8802,1600,1600,1600,1600,1600,1500,1300.0,1300.0,1000,1000,1000,1000,1000,830,900.0,900.0,14,47,127.03353887374638,37.6471164510624,2022-07-20 17:42:08.0,POINT (958850.377121746 1960950.326396883)
2641,2728,C1108310,서울특별시 중구 명동8가길 20 1층 (충무로2가),아이약국,02-3789-9800,2200,2200,2200,2200,2200,2200,2200.0,2200.0,1000,1000,1000,1000,1000,1000,1000.0,1000.0,45,37,126.9861645408214,37.56165540531458,2022-07-20 17:42:08.0,POINT (954619.258116296 1951490.6235802022)
2642,2729,C1103781,서울특별시 강남구 삼성로 712,아이약국,02-548-7028,1930,1930,1930,1930,1930,1400,2200.0,2200.0,900,900,900,900,900,900,1000.0,1000.0,60,74,127.05022136443635,37.51971493113467,2022-07-20 17:42:08.0,POINT (960254.3814518172 1946808.5648900107)
2643,2730,C1107620,서울특별시 동대문구 장한로32길 19 105동 102호 (장안동 삼성리치캐슬),아이약국,02-2212-0313,2100,1900,1900,1900,1900,1330,2200.0,2200.0,900,900,900,900,900,900,1000.0,1000.0,25,22,127.0733064137,37.5757358386,2022-07-20 17:42:08.0,POINT (962322.5578112291 1953014.2645378856)
2644,2731,C1107369,서울특별시 강남구 삼성로 620 블래스톤리조트 2층 (삼성동),아이조은약국,02-3445-9151,1830,1830,1830,1830,1830,1300,1330.0,1330.0,930,930,930,930,930,1000,930.0,930.0,60,85,127.05079028905784,37.51258762387188,2022-07-20 17:42:08.0,POINT (960300.8804527282 1946017.5938688654)
2645,2732,C1107745,서울특별시 송파구 위례광장로 230 B동 207호 (장지동 위례2차아이파크),아이파크약국,02-403-8275,1900,1900,1900,1900,1900,1400,1300.0,1300.0,900,900,900,900,900,900,900.0,900.0,58,49,127.1437592186,37.478618817,2022-07-20 17:42:08.0,POINT (968502.8215820096 1942213.8213721411)
2646,2733,C1109346,서울특별시 서초구 반포대로 22 평화빌딩 지하1층 (서초동),아인약국,02-2039-1325,1830,1830,1830,1830,1830,1400,1300.0,1300.0,900,900,900,900,900,900,900.0,900.0,67,16,127.012703271873,37.4828043695941,2022-07-20 17:42:08.0,POINT (956917.7947751668 1942730.0823723236)
2647,2734,C1108884,서울특별시 동작구 만양로 84 2층 208호 (노량진동 삼익주상복합아파트),아임약국,02-3280-8312,1830,1830,1830,1830,1830,1400,1300.0,1300.0,900,900,900,900,900,900,900.0,900.0,69,14,126.945225673807,37.5113671453073,2022-07-20 17:42:08.0,POINT (950970.6906705478 1945931.9637085856)
2648,2735,C1109023,서울특별시 서초구 강남대로 439 1층 102호 (서초동 유화빌딩),아임약국,02-532-8229,2130,2130,2130,2130,2130,1930,1300.0,1300.0,930,930,930,930,930,930,900.0,900.0,66,12,127.025366637091,37.5015434614787,2022-07-20 17:42:08.0,POINT (958047.8600524832 1944803.3434523763)
2649,2736,C1107325,서울특별시 강동구 양재대로128길 9,아주약국,02-482-3232,2200,2200,2200,2200,2200,2200,1300.0,2130.0,900,900,900,900,900,900,900.0,900.0,52,96,127.14337063867626,37.54502325305768,2022-07-20 17:42:08.0,POINT (968496.3880441906 1949581.0870353892)
2650,2737,C1107760,서울특별시 광진구 자양로 287 (구의동),아차산하이약국,02-453-1009,1900,1900,1900,1900,1900,1530,2030.0,2130.0,830,830,830,830,830,830,1600.0,900.0,49,54,127.0918013683,37.5514933179,2022-07-20 17:42:08.0,POINT (963944.0049526844 1950317.4324482363)
2651,2738,C1100456,서울특별시 구로구 시흥대로 563 동연빌딩 1층 (구로동),아침햇살약국,02-858-4484,2200,2200,2200,2200,2200,2100,2030.0,2300.0,900,900,900,900,900,900,1600.0,1000.0,83,91,126.90125241773742,37.483249651372766,2022-07-20 17:42:08.0,POINT (947064.5847241824 1942836.313587787)
2652,2739,C1100457,서울특별시 동작구 보라매로5가길 16 515호 (신대방동 아카데미타워),아카데미약국,02-6269-7575,2000,1900,1900,1900,1900,1700,2030.0,2300.0,900,900,900,900,900,900,1600.0,1000.0,70,71,126.9240940023289,37.49132843437871,2022-07-20 17:42:08.0,POINT (949089.5157437667 1943720.0074714953)
2653,2740,C1103380,서울특별시 마포구 마포대로 52 206호 (도화동고려아카데미텔),아카데미약국,02-717-2388,1900,1900,1900,1900,1900,1500,2030.0,2300.0,900,900,900,900,900,900,1600.0,1000.0,41,68,126.94766109855232,37.54033780884478,2022-07-20 17:42:08.0,POINT (951204.8019909699 1949144.8324015092)
2654,2741,C1104872,서울특별시 서초구 서초중앙로 188,아크로비스타약국,02-532-0740,2000,2000,2000,2000,2000,1500,2030.0,2300.0,900,900,900,900,900,900,1600.0,1000.0,66,0,127.013538610849,37.4973491530113,2022-07-20 17:42:08.0,POINT (956999.9867019386 1944343.3496750523)
2655,2742,C1104807,서울특별시 동대문구 무학로26길 16 111호 (용두동),아파트엠약국,02-923-3600,2130,2130,2130,2130,2130,2130,2100.0,2300.0,900,900,900,900,900,900,1000.0,1000.0,25,88,127.03177302550876,37.573286855785625,2022-07-20 17:42:08.0,POINT (958653.7466411319 1952760.0283944884)
2656,2743,C1100239,서울특별시 마포구 굴레방로9길 2 1층 (아현동),아현종로약국,02-313-3400,2100,2100,2100,2100,2100,1700,2100.0,2300.0,900,900,900,900,900,900,1000.0,1000.0,41,16,126.955630618336,37.55699872981947,2022-07-20 17:42:08.0,POINT (951919.561013191 1950989.170077904)
2657,2744,C1107811,서울특별시 서대문구 신촌로35길 10 지하1층 B417호 (북아현동 e편한세상신촌4단지),아현파란문약국,02-313-2288,2100,2100,2100,2100,2100,1900,1800.0,2300.0,900,900,900,900,900,900,1200.0,1000.0,37,72,126.9559736848,37.5586422818,2022-07-20 17:42:08.0,POINT (951950.9173789038 1951171.3385657787)
2658,2745,C1108906,서울특별시 영등포구 도림천로15길 16 1층 (대림동),안강온누리약국,02-833-0610,1830,1830,2100,1830,1830,1830,1830.0,2300.0,900,900,900,900,900,900,1030.0,1000.0,74,20,126.89891959717,37.4889305653551,2022-07-20 17:42:08.0,POINT (946862.3615245351 1943467.8909619781)
2659,2746,C1108808,서울특별시 마포구 월드컵북로54길 25 상암DMC푸르지오시티 S-City 오피스텔동 111호 (상암동),안녕약국,02-6398-0094,2000,2000,2000,2000,2000,1500,1830.0,2300.0,900,900,900,900,900,900,1030.0,1000.0,39,24,126.888984720113,37.5820926424763,2022-07-20 17:42:08.0,POINT (946051.2313882881 1953809.4074418093)
2660,2747,C1100242,서울특별시 마포구 와우산로 22 (상수동),안생약국,02-334-3486,2000,2000,2000,2000,2000,1400,1830.0,2300.0,900,900,900,900,900,900,1030.0,1000.0,40,75,126.92316015458492,37.54632505804606,2022-07-20 17:42:08.0,POINT (949044.3751969545 1949822.0838184436)
2661,2748,C1103151,서울특별시 송파구 오금로 414 명문빌딩 (가락동),안성약국,02-401-1319,2000,2000,2000,2000,2000,1530,1830.0,2300.0,900,900,900,900,900,900,1030.0,1000.0,57,69,127.13590150862468,37.49720688005177,2022-07-20 17:42:08.0,POINT (967816.0520358478 1944278.6942377172)
2662,2749,C1101082,서울특별시 성북구 동소문로7길 2 (동소문동4가),안세약국,02-2202-4484,2000,2000,2000,2000,2000,1700,1830.0,2300.0,900,900,900,900,900,900,1030.0,1000.0,28,32,127.00922565988724,37.59010205120224,2022-07-20 17:42:08.0,POINT (956672.4608598265 1954635.7549136395)
2663,2750,C1101107,서울특별시 동작구 성대로 76 (상도동),안일약국,02-823-0583,2200,2200,2200,2200,2200,2200,2200.0,2300.0,900,900,900,900,900,900,1000.0,1000.0,70,45,126.9347176486,37.4976778776,2022-07-20 17:42:08.0,POINT (950032.8918691421 1944418.7471526067)
