"약국ID","주소","약국명","대표전화1","진료시간(월요일)C","진료시간(화요일)C","진료시간(수요일)C","진료시간(목요일)C","진료시간(금요일)C","진료시간(토요일)C","진료시간(일요일)C","진료시간(공휴일)C","진료시간(월요일)S","진료시간(화요일)S","진료시간(수요일)S","진료시간(목요일)S","진료시간(금요일)S","진료시간(토요일)S","진료시간(일요일)S","진료시간(공휴일)S","우편번호1","우편번호2","병원경도","병원위도","작업일시"
"C1103470","서울특별시 용산구 우사단로 43 (이태원동)","소명약국","02-795-9954","2200","2200","2200","2200","2200","2200","2100","2200","0930","0930","0930","0930","0930","0930","1000","1000","044","06","126.99543815005336","37.53411800047517","2022-07-20 17:42:07.0"
"C1107448","서울특별시 서대문구 모래내로15길 68 (남가좌동)","소명약국","02-302-7575","1900","1900","1300","1900","1900","1300","2100","2200","0900","0900","0900","0900","0900","0900","1000","1000","037","10","126.91881136621713","37.5745305562919","2022-07-20 17:42:07.0"
"C1107193","서울특별시 송파구 양산로 12 세신거여훼미리타운 1층 107호 (거여동)","소백약국","02-400-8805","1900","1900","1900","1900","1900","1500","2100","2200","0900","0900","0900","0900","0900","0900","1000","1000","057","87","127.14359089080159","37.48991045127418","2022-07-20 17:42:07.0"
"C1102863","서울특별시 서대문구 응암로 81 1층 (북가좌동)","소생약국","02-303-7793","1900","1900","1900","1900","1900","1600","2100","2200","0900","0900","0900","0900","0900","0900","1000","1000","036","79","126.911699401541","37.58079276495565","2022-07-20 17:42:07.0"
"C1109147","서울특별시 강서구 강서로 173 터보빌딩 2층 일부호 (화곡동)","소원약국","02-2608-3533","1900","1900","1900","1900","1900","1400","1800","2200","0830","0830","0830","0830","0830","0830","0900","1000","077","14","126.83962220933","37.5419221264693","2022-07-20 17:42:07.0"
"C1101227","서울특별시 은평구 수색로 256 (수색동)","소원약국","02-372-6474","2100","2100","2100","2100","2100","2100","1800","2200","0700","0700","0700","0700","0700","0700","0900","1000","035","02","126.89592930688445","37.582225104695226","2022-07-20 17:42:07.0"
"C1101358","서울특별시 강북구 도봉로 205 (미아동)","소원약국","02-988-0691","2200","2200","2200","2200","2200","2200","2100","2100","0800","0800","0800","0800","0800","0800","0900","0900","011","26","127.025525000000002","37.626899999999999","2022-07-20 17:42:07.0"
"C1108350","서울특별시 성북구 개운사길 2 1층 (안암동5가)","소원약국","02-3291-1905","1900","1900","1900","1900","1900","1500","2100","2100","0820","0820","0820","0820","0820","0820","0900","0900","028","42","127.02947352632785","37.58650918066701","2022-07-20 17:42:07.0"
"C1101228","서울특별시 강남구 도산대로50길 9 1층 (논현동 청석빌딩)","소은약국","02-3443-5561","2200","2200","2200","2200","2200","2100","2100","2100","0930","0930","0930","0930","0930","0930","0900","0900","060","55","127.0376380963","37.521746742","2022-07-20 17:42:07.0"
"C1101229","서울특별시 양천구 오목로 64 1층 (신월동)","소중한약국","02-2607-4061","1900","1900","1900","1900","1900","1400","2100","2100","0830","0830","0830","0830","0830","0830","0900","0900","080","28","126.84470416786314","37.522432707130385","2022-07-20 17:42:07.0"
"C1107984","서울특별시 강남구 논현로 848 1층 (신사동)","소호약국","02-543-8207","2000","2000","2000","2000","2000","1800","2100","2100","1000","1000","1000","1000","1000","1000","0900","0900","060","22","127.0288382596","37.5245747625","2022-07-20 17:42:07.0"
"C1101008","서울특별시 서초구 방배로 87 1층 1호 (방배동)","소화약국","02-558-3400","2000","2000","2000","2000","2000","1600","2100","2100","0900","0900","0900","0900","0900","0900","0900","0900","066","86","126.99700160949783","37.481845342503995","2022-07-20 17:42:07.0"
"C1101235","서울특별시 동작구 여의대방로24나길 2 (대방동)","소화약국","02-821-4551","2000","2000","2000","2000","2000","1900","2100","2100","0830","0830","0830","0830","0830","0830","0900","0900","070","55","126.9210243997","37.49842275820001","2022-07-20 17:42:07.0"
"C1102248","서울특별시 노원구 상계로 320 (상계동)","소화약국","02-937-0415","1900","1900","1900","1900","1900","1530","2100","2100","0900","0900","0900","0900","0900","0900","0900","0900","016","37","127.08077597874697","37.67029135939293","2022-07-20 17:42:07.0"
"C1102250","서울특별시 영등포구 버드나루로7길 7 (영등포동2가)","소화약국","02-2635-4341","1900","1900","1900","1900","1900","1400","2100","2100","0800","0800","0800","0800","0800","0800","0900","0900","072","49","126.91007539289932","37.52287178326918","2022-07-20 17:42:07.0"
"C1101114","서울특별시 은평구 갈현로 206 (갈현동)","속편한약국","02-356-9200","2100","2100","2100","2100","2100","1900","2100","2100","0730","0730","0730","0730","0730","0730","0900","0900","033","35","126.913760253","37.6157671485","2022-07-20 17:42:07.0"
"C1104313","서울특별시 송파구 백제고분로 405 1층 (송파동)","손약국","02-421-8684","1800","1800","1800","1800","1800","1300","2100","2100","0900","0900","0900","0900","0900","0900","0900","0900","056","21","127.10969429288315","37.50746954248294","2022-07-20 17:42:07.0"
"C1104018","서울특별시 중랑구 중랑역로 62 1층 (중화동)","손약국","02-439-0833","1830","1830","1830","1830","1830","1400","2100","2100","0900","0900","0900","0900","0900","0900","0900","0900","021","03","127.07742288234608","37.598861527152984","2022-07-20 17:42:07.0"
"C1108671","서울특별시 서초구 서초중앙로 125 로이어즈타워 8층 803호 (서초동)","8층약국","02-582-8885","2000","2000","2000","2000","2000","1600","2500","2500","0900","0900","0900","0900","0900","0900","1230","1230","066","44","127.013418755214","37.4930094671548","2022-07-20 17:41:59.0"
"C1101115","서울특별시 노원구 상계로3길 10 한일빌딩 304호 (상계동)","손약국","02-936-8283","1830","1830","1830","1830","1830","1330","2100","2100","0900","0900","0900","0900","0900","0900","0900","0900","016","93","127.06255189889589","37.65670482725474","2022-07-20 17:42:07.0"
"C1103604","서울특별시 도봉구 도봉로 626 (창동)","손온누리약국","02-904-3644","1900","1900","1900","1900","1900","1400","2100","2100","0800","0800","0800","0800","0800","0800","0900","0900","013","97","127.04192837273326","37.66019535410809","2022-07-20 17:42:07.0"
"C1108514","서울특별시 강북구 삼양로 579 화성빌딩 1층 (우이동)","솔밭약국","070-8802-4413","2000","2000","2000","2000","2000","1800","1400","2100","0830","0830","0830","0830","0830","0830","1000","0900","010","06","127.01271039975464","37.65469531879929","2022-07-20 17:42:07.0"
"C1103877","서울특별시 서대문구 세검정로 72 (홍제동)","솔벗약국","02-3216-8151","1800","1800","1800","1800","1800","1500","1400","2100","0900","0900","0900","0900","0900","0900","1000","0900","036","22","126.94826219934417","37.59395092545639","2022-07-20 17:42:07.0"
"C1107862","서울특별시 강남구 언주로30길 10 현대비전21 110호 (도곡동)","솔빛동양약국","070-7740-5462","2100","2100","2100","2100","2100","1900","1400","2100","0900","0900","0900","0900","0900","0900","1000","0900","062","95","127.0515646829","37.4873374952","2022-07-20 17:42:07.0"
"C1101117","서울특별시 중랑구 면목로 456 한성빌딩 3층 (면목동)","솔빛약국","02-496-9053","1830","1830","1830","1830","1830","1400","1400","2100","0930","0930","0930","0930","0930","0930","1000","0900","021","55","127.08690140465194","37.592549951754336","2022-07-20 17:42:07.0"
"C1103658","서울특별시 강북구 솔샘로 295-1 (미아동)","솔샘약국","02-988-2209","1900","1900","1900","1900","1900","1500","1400","2100","0900","0900","0900","0900","0900","0900","1000","0900","011","78","127.02539389212383","37.61828346574983","2022-07-20 17:42:07.0"
"C1103318","서울특별시 강북구 솔샘로 203 1층 (미아동)","솔샘우리약국","02-987-5634","2000","2000","2000","2000","2000","1500","1400","2100","0830","0830","0830","0830","0830","0830","1000","0900","011","87","127.012848615093","37.61988908214607","2022-07-20 17:42:07.0"
"C1108374","서울특별시 강동구 양재대로 1365 심포니타워 111호 (성내동)","솔솔온누리약국","02-486-2005","1930","1930","1930","1930","1930","1500","1400","2100","0900","0900","0900","0900","0900","0900","1000","0900","054","04","127.135874866354","37.5280657478158","2022-07-20 17:42:07.0"
"C1103905","서울특별시 은평구 진관4로 77 702동 113호 (진관동 은평뉴타운상림마을)","솔약국","02-355-5304","1900","1900","1700","1900","1900","1700","1400","2100","0900","0900","0900","0900","0900","0900","1000","0900","033","03","126.92811016692019","37.64637717499463","2022-07-20 17:42:07.0"
"C1103353","서울특별시 강남구 개포로 615  (개포동)","솔약국","02-2226-9828","2000","2000","2000","2000","2000","1900","1400","2100","0900","0900","0900","0900","0900","0900","1000","0900","063","35","127.07575934131489","37.492664500106905","2022-07-20 17:42:07.0"
"C1104189","서울특별시 강북구 솔샘로 167 지하층 312호 (미아동 상가동)","솔약국","02-988-3078","2100","2100","2100","2100","2100","2100","1400","2100","0900","0900","0900","0900","0900","0900","1000","0900","011","91","127.01151206809266","37.620184724446794","2022-07-20 17:42:07.0"
"C1108346","서울특별시 중구 퇴계로 447 108109호 (황학동 황학 아크로타워)","솔약국","02-6369-5203","1930","1930","1930","1930","1930","1430","1400","2100","0800","0800","0800","0800","0800","0800","1000","0900","045","75","127.0217233062061","37.5660402676934","2022-07-20 17:42:07.0"
"C1102576","서울특별시 강서구 양천로 564 등촌동두산위브센티움 131호 (등촌동)","솔약국","02-3662-8899","1900","1900","1900","1900","1900","1600","1400","2100","0900","0900","0900","0900","0900","0900","1000","0900","075","51","126.86146062575197","37.55722772921574","2022-07-20 17:42:07.0"
"C1104879","서울특별시 서대문구 수색로 32","솔약국","02-372-3775","2000","1800","2000","1800","2000","1600","1400","2100","0915","0915","0915","0915","0915","0915","1000","0900","037","12","126.9151176314516","37.569496802917015","2022-07-20 17:42:07.0"
"C1106942","서울특별시 강동구 진황도로 85 (길동) 강동큐브2차105106호","솔약국","070-7122-0075","2100","2100","2100","2100","2100","2100","2000","2100","0830","0830","0830","0830","0830","0900","1130","0900","053","54","127.13617219508882","37.53666329287767","2022-07-20 17:42:07.0"
"C1109176","서울특별시 서초구 효령로 237 103-1호 (서초동 서초한신리빙타워)","솔약국","02-523-6875","2000","2000","2000","2000","2000","1600","2000","2100","0900","0900","0900","0900","0900","0900","1130","0900","066","71","127.00999071947","37.4841930844235","2022-07-20 17:42:07.0"
"C1100844","서울특별시 강남구 개포로 615  (개포동)","솔잎약국","02-445-8928","1900","1900","1900","1900","1900","1300","2000","2100","0800","0800","0800","0800","0800","0800","1130","0900","063","35","127.07562819983144","37.492693414435415","2022-07-20 17:42:07.0"
"C1108623","서울특별시 강서구 양천로 660 지층 L02호 (염창동)","솔트약국","02-3661-8880","2000","2000","2000","2000","2000","1400","2000","1400","0830","0830","0830","0830","0830","0830","1130","0830","075","54","126.870104939409","37.552137629227","2022-07-20 17:42:07.0"
"C1101090","서울특별시 영등포구 도신로 88 (신길동)","송&김약국","02-848-6596","2000","2000","2000","2000","2000","1600","2000","1400","0900","0900","0900","0900","0900","0900","1130","0830","073","82","126.9021459349876","37.50686365683429","2022-07-20 17:42:07.0"
"C1109184","서울특별시 강북구 도봉로 343 야산빌딩 1층 (수유동)","송도약국","02-908-4270","2200","2200","2200","2200","2200","2000","1830","1830","0900","0900","0900","0900","0900","0900","1000","0930","010","74","127.025726289061","37.6385067563721","2022-07-20 17:42:07.0"
"C1107849","서울특별시 종로구 종로 19 르메이에르종로타운1 1층 116-1호 (종로1가)","송송약국","02-733-4425","2100","2100","2100","2100","2100","1700","1830","1830","0900","0900","0900","0900","0900","1000","1000","0930","031","57","126.9799234417","37.570844668","2022-07-20 17:42:07.0"
"C1109356","서울특별시 성동구 왕십리로 410 106호 (하왕십리동 센트라스)","송송약국","02-6285-0017","1900","1900","1900","1900","1900","1430","1830","1830","0900","0900","0900","0900","0900","0830","1000","0930","047","01","127.02408246322","37.566590498762","2022-07-20 17:42:07.0"
"C1108236","서울특별시 양천구 오목로 325 지하1층 (목동)","송약국","02-2062-2575","2130","2130","2130","2130","2130","2130","2130","2130","0930","0930","0930","0930","0930","0900","1300","1300","080","00","126.8736275447","37.5251089396","2022-07-20 17:42:07.0"
"C1108889","서울특별시 동작구 상도로 246 1층 (상도동)","송약국","02-3280-8710","1930","1930","1930","1930","1930","1430","2130","2130","0900","0900","0900","0900","0900","0900","1300","1300","069","64","126.945743519213","37.5047449090099","2022-07-20 17:42:07.0"
"C1101113","서울특별시 강서구 양천로 637 104호(염창동삼성아파트상가)","송약국","02-2659-2526","2130","2130","2130","2130","2130","1900","2130","2130","0900","0900","0900","0900","0900","0900","1300","1300","075","44","126.86760733462475","37.55431364215255","2022-07-20 17:42:07.0"
"C1103102","서울특별시 성북구 종암로 132 201호 (종암동 종암우림카이저팰리스)","송원온누리약국","02-915-3500","1840","1840","1840","1840","1840","1600","2130","2130","0900","0900","0900","0900","0900","0900","1300","1300","027","97","127.03321902798955","37.602133180740175","2022-07-20 17:42:07.0"
"C1108590","서울특별시 종로구 종로 19 르메이에르종로타운1 2층 206-1호 (종로1가)","송이약국","02-720-1777","1830","1830","1830","1830","1830","1600","2130","2130","1030","1030","1030","1030","1030","0900","1300","1300","031","57","126.9799234417087","37.570844667978704","2022-07-20 17:42:07.0"
"C1100939","서울특별시 도봉구 도봉로113길 41 (쌍문동)","송이약국","02-906-6363","1900","1900","1900","1900","1900","1500","2130","2130","0900","0900","0900","0900","0900","0900","1300","1300","014","47","127.031791666666663","37.648341666666667","2022-07-20 17:42:07.0"
"C1107109","서울특별시 중랑구 신내로 211  212호 (신내동)","송이온누리약국","02-6743-4262","1900","1900","1900","1900","1900","1600","2130","2130","0830","0830","0830","0830","0830","0900","1300","1300","020","24","127.09290336101726","37.61619986784797","2022-07-20 17:42:07.0"
"C1103485","서울특별시 강북구 도봉로18길 46 (미아동)","송일약국","02-989-8732","1900","1900","1900","1900","1900","1900","1900","2130","0800","0800","0800","0800","0800","0800","0800","1300","011","63","127.03146073450577","37.61885510620858","2022-07-20 17:42:07.0"
"C1102338","서울특별시 중랑구 면목로 495 (상봉동)","송정약국","02-433-1558","2000","2000","2000","2000","2000","1530","1900","2130","0900","0900","0900","0900","0900","0900","0800","1300","021","37","127.08532925130315","37.59605415366438","2022-07-20 17:42:07.0"
"C1104124","서울특별시 강서구 공항대로 34 1층 (공항동)","송정온누리약국","02-2661-7563","2100","2100","2100","2100","2100","1700","1900","2130","0830","0830","0830","0830","0830","0830","0800","1300","076","23","126.81095938067827","37.56100392147707","2022-07-20 17:42:07.0"
"C1108795","서울특별시 강북구 솔샘로 291-1 1층 (미아동)","송천약국","02-981-0708","2000","2000","2000","2000","2000","1600","1900","2130","0900","0900","0900","0900","0900","0900","0800","1300","011","78","127.024974727516","37.6183893319738","2022-07-20 17:42:07.0"
"C1108075","서울특별시 송파구 송파대로 111 하비오길 송파대로202동 161호 (문정동 파크하비오)","송파24약국","02-400-1502","2400","2400","2400","2400","2400","2400","2400","2400","0830","0830","0830","0830","0830","0830","0830","0830","058","37","127.1249120491","37.4796673949","2022-07-20 17:42:07.0"
"C1103648","서울특별시 송파구 문정로4길 14 동산빌딩 1층 (문정동)","송파그랜드약국","02-426-0610","2200","2200","2200","2200","2200","2200","2200","2200","0900","0900","0900","0900","0900","0900","1200","1200","058","07","127.12595437349171","37.48499664606466","2022-07-20 17:42:07.0"
"C1108752","서울특별시 송파구 가락로 61 1층 102호 (석촌동)","송파드림온누리약국","02-6476-1200","1900","1900","1900","1900","1900","1900","2200","2200","0900","0900","0900","0900","0900","0900","1200","1200","056","90","127.103136561682","37.4998977327134","2022-07-20 17:42:07.0"
"C1102339","서울특별시 송파구 올림픽로35길 10 B동 308-1호 (신천동 파크리오)","송파미소약국","02-425-3296","2000","2000","2000","2000","2000","1500","2200","2200","0840","0840","0840","0840","0840","0840","1200","1200","055","07","127.1132650487","37.5203144895","2022-07-20 17:42:07.0"
"C1103801","서울특별시 송파구 송파대로 387 1층 (석촌동)","송파사거리약국","02-420-4452","1800","1800","1800","1800","1800","1300","2200","2200","0900","0900","0900","0900","0900","0900","1200","1200","056","87","127.10953809672769","37.501970853872805","2022-07-20 17:42:07.0"
"C1108088","서울특별시 송파구 송파대로 145 문정 오벨리스크 108호 (문정동)","송파새길약국","02-449-6474","2100","2100","2100","2100","2100","1800","2200","1800","0900","0900","0900","0900","0900","0900","1200","0900","058","55","127.12304585450002","37.483363487599995","2022-07-20 17:42:07.0"
"C1100839","서울특별시 송파구 송파대로28길 27 (가락동 성원상떼빌 102동 202호)","송파새롬약국","02-403-4131","1930","1930","1930","1930","1930","1500","2200","1800","0845","0845","0845","0845","0845","0845","1200","0900","057","18","127.12040534399299","37.49504325518414","2022-07-20 17:42:07.0"
"C1108700","서울특별시 송파구 송파대로 345 1A동 2040호 (가락동 헬리오시티)","송파샘약국","02-430-9888","1900","1900","1900","1900","1900","1700","2200","1800","0900","0900","0900","0900","0900","0930","1200","0900","056","98","127.11152840381741","37.499621878701156","2022-07-20 17:42:07.0"
"C1103255","서울특별시 송파구 토성로 65 (풍납동 태양상가 108호)","송파우리약국","02-473-9119","2000","2000","2000","2000","2000","1900","2200","1800","0900","0900","0900","0900","0900","0900","1200","0900","055","31","127.11735996086283","37.528942083904695","2022-07-20 17:42:07.0"
"C1100842","서울특별시 송파구 동남로 217 동희빌딩 1층 (가락동)","송파제일약국","02-409-6262","1900","1900","1900","1900","1900","1600","2200","1800","0900","0900","0900","0900","0900","0900","1200","0900","058","20","127.13173917125677","37.4967647028125","2022-07-20 17:42:07.0"
"C1107056","서울특별시 송파구 오금로 91 1층 (방이동)","송파중앙약국","02-417-0255","1930","1930","1930","1930","1930","1530","2200","1800","0930","0930","0930","0930","0930","0930","1200","0900","055","48","127.10765433916198","37.51405235933781","2022-07-20 17:42:07.0"
"C1102933","서울특별시 송파구 백제고분로48길 22 (방이동)","송파태양약국","02-424-3641","2000","2000","2000","2000","2000","2100","2000","1800","1200","1200","1200","1200","1200","0900","1200","0900","056","42","127.11554461260383","37.51088778107127","2022-07-20 17:42:07.0"
"C1102333","서울특별시 송파구 가락로 112 내경빌딩 (석촌동)","송파프라자약국","02-425-0539","1930","1930","1930","1930","1930","1700","2000","1800","0900","0900","0900","0900","0900","0900","1200","0900","056","97","127.10855420596766","37.50119960039254","2022-07-20 17:42:07.0"
"C1107282","서울특별시 송파구 마천로41길 1 1층 (마천동)","송파하나약국","070-8226-3999","2100","2100","2100","2100","2100","2100","2000","1800","0900","0900","0900","0900","0900","0900","1200","0900","057","55","127.14777583038017","37.49740166332229","2022-07-20 17:42:07.0"
"C1100882","서울특별시 종로구 인사동길 40 (관훈동)","수도약국","02-732-3336","2000","2000","2000","2000","2000","2000","1900","1800","0930","0930","0930","0930","0930","0930","1200","0900","031","46","126.985055555555562","37.574041666666666","2022-07-20 17:42:07.0"
"C1100884","서울특별시 금천구 가산로3길 93","수도약국","02-855-3052","2030","2030","2030","2030","2030","1700","1900","1800","0900","0900","0900","0900","0900","0900","1200","0900","085","26","126.89033332063596","37.47218278703294","2022-07-20 17:42:07.0"
"C1100909","서울특별시 광진구 광나루로 529 (구의동)","수도약국","02-447-8114","2000","2000","2000","2000","2000","1800","1700","1800","0900","0900","0900","0900","0900","0900","1030","0900","049","77","127.08854144228864","37.545138357301695","2022-07-20 17:42:07.0"
"C1104595","서울특별시 서초구 동광로 65 (방배동)","수도약국","02-537-7577","2100","2100","2100","2100","2100","2100","1700","1800","0900","0900","0900","0900","0900","0900","1030","0900","065","61","126.98974152467093","37.49272911301739","2022-07-20 17:42:07.0"
"C1102799","서울특별시 노원구 동일로 1673 (상계동)","수락100세약국","02-937-2103","2130","2130","2130","2130","2130","2100","1700","1800","0900","0900","0900","0900","0900","0900","1030","0900","016","07","127.05494285502522","37.67785282518574","2022-07-20 17:42:07.0"
"C1102319","서울특별시 노원구 동일로 1669 (상계동)","수락프라자약국","02-935-7523","2230","2230","2230","2230","2230","2230","2200","2200","0900","0900","0900","0900","0900","0900","0900","0900","016","07","127.0548926877","37.6774600218","2022-07-20 17:42:07.0"
"C1103667","서울특별시 마포구 월드컵북로 137 1층 2호 (성산동 씨에스타워)","수려한약국","02-325-8487","2000","2000","2000","2000","2000","1600","2200","2200","0900","0900","0900","0900","0900","0900","0900","0900","039","66","126.91168755485259","37.56490980353532","2022-07-20 17:42:07.0"
"C1100888","서울특별시 강서구 수명로 68-11 107호 (내발산동 발산타워)","수명산약국","02-2667-6363","2100","2100","2100","2100","2100","2000","2200","2200","0900","0900","0900","0900","0900","0900","0900","0900","076","35","126.8265488302","37.5522953962","2022-07-20 17:42:07.0"
"C1102320","서울특별시 성동구 왕십리로 94-2 1층 (성수동1가)","수명약국","02-464-8887","2100","2100","2100","2100","2100","2000","2200","2200","0900","0900","0900","0900","0900","0900","0900","0900","047","78","127.044915171904","37.546121678234","2022-07-20 17:42:07.0"
"C1102331","서울특별시 용산구 신흥로 141 (용산동2가)","수명약국","02-754-2697","2130","2130","2130","2130","2130","1700","2130","2200","0900","0900","0900","0900","0900","1000","0900","0900","043","37","126.98168186390875","37.5457756079562","2022-07-20 17:42:07.0"
"C1102332","서울특별시 은평구 연서로 222 102호 (대조동 유니온빌딩)","수민약국","02-352-3177","2000","1900","1900","2000","1900","1500","2130","2200","0900","0900","0900","0900","0900","0900","0900","0900","033","85","126.920277777777784","37.618119444444446","2022-07-20 17:42:07.0"
"C1100881","서울특별시 영등포구 경인로 835 (영등포동4가)","수범약국","02-2678-2288","2130","2130","2130","2130","2130","2130","2130","2200","0830","0830","0830","0830","0830","0830","0830","0900","073","05","126.90564916939235","37.51632704964804","2022-07-20 17:42:07.0"
"C1103099","서울특별시 성북구 솔샘로6길 63 (정릉동)","수보약국","02-914-1555","2000","2000","2000","2000","2000","2000","2130","2000","0900","0900","0900","0900","0900","0900","0830","0900","027","09","127.00807277618168","37.608795895931635","2022-07-20 17:42:07.0"
"C1101301","서울특별시 용산구 새창로12길 12 (도원동)","수복약국","02-714-0667","2500","2500","2500","2500","2500","2500","2500","2500","0730","0730","0730","0730","0730","0730","0730","0730","043","56","126.95751610013158","37.53925753990616","2022-07-20 17:42:07.0"
"C1104896","서울특별시 강동구 풍성로 116  (성내동)","수빈온누리약국","02-471-2276","2100","2100","2100","2100","2100","1500","2500","2500","0800","0800","0800","0800","0800","0800","0730","0730","053","93","127.12496288564016","37.53188957256894","2022-07-20 17:42:07.0"
"C1107882","서울특별시 동작구 노들로 674 노량진수산물도매시장 2층 (노량진동)","수산약국","02-2254-8275","2200","2200","2200","2200","2200","2000","1900","1900","1000","1000","1000","1000","1000","1000","1100","1100","069","00","126.9379739144","37.5148239559","2022-07-20 17:42:07.0"
"C1103254","서울특별시 영등포구 대림로34길 12 (대림동)","수산약국","02-832-2994","2200","2200","2200","2200","2200","2200","1200","1900","0930","0930","0930","0930","0930","0930","0800","1100","074","09","126.89970485122541","37.498698500756156","2022-07-20 17:42:07.0"
"C1101304","서울특별시 강남구 밤고개로1길 10","수서메디칼약국","02-2040-6799","1800","1800","1800","1800","1800","1400","1200","1900","0900","0900","0900","0900","0900","0900","0800","1100","063","49","127.10159823519501","37.488071961820886","2022-07-20 17:42:07.0"
"C1108519","서울특별시 영등포구 디지털로 413 101호 송약국 (대림동)","송약국","02-841-8885","1830","1830","1830","1830","1830","1330","1830","1400","0930","0930","0930","0930","0930","0930","1000","0830","074","29","126.9041445676929","37.49345473234836","2021-09-23 18:10:49.0"
"C1108626","서울특별시 강남구 광평로 지하 270 수서역 지하 1층 (수서동)","수서역약국","02-3412-5533","2200","2200","2200","2200","2200","2200","2200","2200","0800","0800","0800","0800","0800","0800","0800","0800","063","62","127.101859191018","37.4873889933503","2022-07-20 17:42:07.0"
"C1107014","서울특별시 송파구 오금로32길 28 (송파동)","송파온누리약국","02-422-4262","2100","2100","2100","2100","2100","1700","2200","1800","0900","0900","0900","0900","0900","0900","1200","0900","056","72","127.11925247418884","37.50394636764677","2022-07-20 17:42:07.0"
"C1107719","서울특별시 강남구 광평로56길 8-13 1층 101호 (수서동 수서타워)","수서역정민아약국","02-3412-7655","2130","2130","2130","2130","2130","1900","2200","2200","0900","0900","0900","0900","0900","0900","0800","0800","063","67","127.1031737832","37.4867558859","2022-07-20 17:42:07.0"
"C1100133","서울특별시 강남구 광평로51길 8  (수서동)","수서옵티마약국","02-3412-7430","2100","2100","2100","2100","2100","2100","2200","2100","0900","0900","0900","0900","0900","0900","0800","1000","063","49","127.10247154243407","37.48837035097504","2022-07-20 17:42:07.0"
"C1102994","서울특별시 노원구 상계로1길 66 1층102호 (상계동)","수성약국","02-937-4135","2100","2100","2100","2100","2100","2000","2000","2100","1000","1000","1000","1000","1000","1000","1000","1000","016","93","127.061408333333333","37.658949999999997","2022-07-20 17:42:07.0"
"C1100866","서울특별시 중랑구 신내로 115  (신내동 신내10단지신내아파트)","수성약국","02-3421-3649","2130","2130","2130","2130","2130","2000","2000","1800","0900","0900","0900","0900","0900","0900","1000","1000","020","43","127.09516452384688","37.60929657890371","2022-07-20 17:42:07.0"
"C1109054","서울특별시 영등포구 양평로 68 DN빌딩 1층 (당산동6가)","수성약국","02-2633-3669","1830","1830","1830","1830","1830","1330","2000","1800","0830","0830","0830","0830","0830","0830","1000","1000","072","22","126.899505032826","37.5353702476966","2022-07-20 17:42:07.0"
"C1101001","서울특별시 서초구 명달로9길 4 (방배동)","수암약국","02-586-8574","2100","2100","2100","2100","2100","1800","2000","1800","0730","0730","0730","0730","0730","0730","1000","1000","067","07","127.0045089604803","37.482133617373535","2022-07-20 17:42:07.0"
"C1104785","서울특별시 종로구 종로 33","수약국","02-778-5985","1930","1930","1930","1930","1930","1430","2000","1800","0900","0900","0900","0900","0900","0900","1000","1000","031","59","126.98146335752357","37.57072301532413","2022-07-20 17:42:07.0"
"C1100077","서울특별시 용산구 백범로51길 6 지하1층 (효창동)","수약국","02-701-8224","1830","1830","1830","1830","1830","1530","2000","1230","0800","0800","0800","0800","0800","0800","1000","0800","043","18","126.959207036317","37.5404354350312","2022-07-20 17:42:07.0"
"C1108144","서울특별시 금천구 시흥대로 201 삼성홈플러스 지하1층 (시흥동)","수약국","02-891-9991","2200","2200","2200","2200","2200","2200","2200","2200","1000","1000","1000","1000","1000","1000","1000","1000","086","32","126.9007935385","37.4519045951","2022-07-20 17:42:07.0"
"C1102287","서울특별시 강서구 방화동로 102 103호 (방화동)","수약국","02-2666-8182","1930","1930","1930","1930","1930","1700","2200","2200","0900","0900","0900","0900","0900","0900","1000","1000","076","06","126.812998823052","37.5694621054707","2022-07-20 17:42:07.0"
"C1103405","서울특별시 송파구 가락로 113 (석촌동 금도빌딩 104호)","수약국","02-423-2664","1900","1900","1900","1900","1900","1500","2200","2200","0900","0900","0900","0900","0900","0900","1000","1000","056","87","127.10864535296271","37.501678858157895","2022-07-20 17:42:07.0"
"C1101289","서울특별시 마포구 월드컵로 151 (망원동)","수약국","02-6085-1469","2000","2000","2000","2000","2000","1500","2200","2200","0900","0900","0900","0900","0900","0900","1000","1000","039","62","126.90513987923539","37.561203645318315","2022-07-20 17:42:07.0"
"C1101219","서울특별시 서초구 동작대로 134 5층 (방배동가나안빌딩)","수약국","02-3478-2929","1800","1800","1800","1800","1800","1400","2200","2200","0900","0900","0900","0900","0900","0900","1000","1000","065","67","126.98278132786061","37.48860890421818","2022-07-20 17:42:07.0"
"C1104260","서울특별시 구로구 중앙로15길 107  (고척동)","수약국","02-2611-5435","1930","1930","1930","1930","1930","1530","2200","2200","0900","0900","0900","0900","0900","0900","1000","1000","082","39","126.85392375208451","37.50731843612107","2022-07-20 17:42:07.0"
"C1103896","서울특별시 은평구 은평로 193-2 (녹번동)","수약국","02-385-3322","1900","1900","1900","1900","1900","1530","2200","2200","0900","0900","0900","0900","0900","0900","1000","1000","033","84","126.92891917828456","37.6021395790322","2022-07-20 17:42:07.0"
"C1100149","서울특별시 관악구 남부순환로 1912","수약국","070-4607-5784","1850","1850","1850","1850","1850","1350","2200","2200","0830","0830","0830","0830","0830","0830","1000","1000","087","92","126.9616449096545","37.47751184423165","2022-07-20 17:42:07.0"
