NO,병원명,업무구분,대표전화,주소,월요일 진료,화요일 진료,수요일 진료,목요일 진료,금요일 진료,토요일 진료,일요일 진료,공휴일 진료
238,김관원치과의원,응급의료기관 이외 > 치과의원,064-763-2828,제주특별자치도 서귀포시 중정로 53 (서귀동),09:30~18:00,09:30~18:00,09:30~18:00,09:30~18:00,09:30~18:00,-,-,-
239,김익현치과의원,응급의료기관 이외 > 치과의원,064-732-7522,제주특별자치도 서귀포시 중앙로 22 (서귀동),09:30~18:00,09:30~18:00,09:30~18:00,09:30~12:30,09:30~18:00,09:30~12:30,-,-
240,연세안과의원,응급의료기관 이외 > 의원,064-762-0727,제주특별자치도 서귀포시 일주동로 8675 (서귀동),08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~13:00,-,-
241,박정신건강의학과의원,응급의료기관 이외 > 의원,064-762-0946,제주특별자치도 서귀포시 중정로 53 (서귀동),09:00~18:00,09:00~18:00,09:00~18:00,09:00~12:00,09:00~18:00,09:00~12:00,-,-
242,전인기피부과의원,응급의료기관 이외 > 의원,064-763-2822,제주특별자치도 서귀포시 일주동로 8675 (서귀동),09:00~18:00,09:00~18:00,09:00~12:30,09:00~18:00,09:00~18:00,09:00~12:30,-,-
243,제일정형외과의원,응급의료기관 이외 > 의원,064-762-4565,"제주특별자치도 서귀포시 일주동로 8675, 2층 (서귀동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~12:30,-,-
244,삼성탑내과의원,응급의료기관 이외 > 의원,064-762-3662,제주특별자치도 서귀포시 중정로61번길 1 (서귀동),08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~12:30,-,-
245,서귀포제일속내과의원,응급의료기관 이외 > 의원,064-767-2992,제주특별자치도 서귀포시 중정로 109 (서귀동),08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~12:30,-,-
246,이사랑치과의원,응급의료기관 이외 > 치과의원,064-733-2875,"제주특별자치도 서귀포시 일주동로 8675, 3층 (서귀동)",09:00~18:00,09:00~18:00,09:00~12:30,09:00~18:00,09:00~18:00,09:00~13:00,-,-
247,연세치과의원,응급의료기관 이외 > 치과의원,064-732-2833,제주특별자치도 서귀포시 중앙로 83 2층,10:00~17:30,10:00~17:30,10:00~17:30,10:00~17:30,10:00~17:30,10:00~13:00,-,-
248,이종찬제통마취과의원,응급의료기관 이외 > 의원,064-763-7056,제주특별자치도 서귀포시 중앙로 35-1 (서귀동),08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:00~12:30,-,-
249,대추나무한의원,응급의료기관 이외 > 한의원,064-733-8275,제주특별자치도 서귀포시 동문로 13 (서귀동),08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~12:30,-,08:30~12:30
250,명한의원,응급의료기관 이외 > 한의원,064-794-5157,"제주특별자치도 서귀포시 안덕면 화순로 125, 1층 (안덕면)",08:00~17:00,08:00~17:00,08:00~17:00,08:00~12:00,08:00~17:00,08:00~12:00,-,-
251,서울미치과의원,응급의료기관 이외 > 치과의원,064-739-2879,"제주특별자치도 서귀포시 대청로 41, 403호 (강정동)",09:30~18:00,09:30~18:00,09:30~18:00,09:30~18:00,09:30~18:00,09:30~13:00,-,-
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
