,사업장명,도로명주소,경도,위도,geometry
2330,참진 온누리 약국,서울특별시 서대문구 북아현로 52 (북아현동),196040.573731338,451077.380858836,POINT (951697.8605116123 1951541.6030677676)
2331,무악메디칼약국,서울특별시 서대문구 연희로 407 연희8빌딩 1층 (홍은동),194694.406247873,454344.288990182,POINT (950369.6493223395 1954814.4075689933)
2332,한미약국,서울특별시 서대문구 수색로 30 지하1층 1층 (남가좌동),192445.740924414,451901.391058955,POINT (948108.8311183274 1952384.461890904)
2333,건강약국,서울특별시 서대문구 가재울로6길 53-61 1층 (남가좌동),193133.531693579,452711.519602942,POINT (948800.6746496516 1953190.6054552267)
2334,파인약국,서울특별시 서대문구 신촌로 65 1층 (창천동),194077.51765305,450468.514043536,POINT (949732.3288362361 1950943.4430690676)
2335,공덕오거리약국,서울특별시 마포구 새창로 11 1층 (도화동),195698.254152,449218.70227,POINT (951345.7659319984 1949685.4813954334)
2336,메디팜신마포약국,서울특별시 마포구 창전로 45 103동 108호 (창전동 서강한화오벨리스크 단지내 상가),193905.437192262,449372.496499689,POINT (949554.4724506838 1949848.772238113)
2337,한유약국,서울특별시 마포구 백범로 96 1층 (대흥동),194808.78232043,449488.104665313,POINT (950458.0797591371 1949959.5194684733)
2338,안생약국,서울특별시 마포구 와우산로 22 1층 (상수동),193137.801437441,449344.145388,POINT (948786.9857763314 1949824.524330606)
2339,연세약국,서울특별시 마포구 성미산로10길 44 1층 (서교동),192429.60126448,450595.823125604,POINT (948085.7353137052 1951079.4892168539)
2340,효성약국,서울특별시 마포구 성미산로 91 1층 (성산동),192647.148511722,450993.968447143,POINT (948305.3207709122 1951476.3191711227)
2341,광실약국,서울특별시 마포구 도화길 32 101호 (도화동 삼성프라자상가),195542.119522775,448652.176751796,POINT (951186.6729688756 1949120.011007219)
2342,행복한약국,서울특별시 마포구 신촌로 270 308호 (아현동 수창빌딩),196025.308611352,450537.345698744,POINT (951679.7217592989 1951001.8620327187)
2343,준약국,서울특별시 마포구 월드컵북로 167 1층 (성산동),191960.99393129,451640.695752773,POINT (947622.8826279999 1952126.4535708046)
2344,사랑이가득한약국,서울특별시 마포구 월드컵북로 224 209호 (성산동 청화상가),191489.555608103,451951.966810481,POINT (947153.2879441407 1952440.117877842)
2345,기쁨약국,서울특별시 마포구 월드컵로 82 1층 (서교동 소단빌딩),192001.514752764,450446.329159526,POINT (947657.0185087649 1950932.3361143535)
2346,비타민약국,서울특별시 마포구 백범로 90 1층 (대흥동),194762.280224696,449509.860624425,POINT (950411.7118934564 1949981.514787123)
2347,대흥365약국,서울특별시 마포구 백범로 98 1층 (대흥동),194824.475030784,449482.026713479,POINT (950473.7339090488 1949953.360246131)
2348,이대5번출구 옵티마 진룡약국,서울특별시 마포구 대흥로30길 15 1층 (염리동),195240.157539173,450459.108700366,POINT (950894.4624125803 1950927.8422427955)
2349,광명약국,서울특별시 마포구 양화로 191 1층 (동교동),193370.60650007,450713.462626088,POINT (949027.0004226628 1951192.0651274286)
2350,소담약국,서울특별시 마포구 성암로 179 한샘상암 1층 (상암동),190976.720194946,452652.686277024,POINT (946644.3895247926 1953143.3004466305)
2351,메디컬 성모약국,서울특별시 마포구 월드컵로 73 1층 (망원동),192005.642565774,450350.487300161,POINT (947660.6336886442 1950836.509578288)
2352,망원우리약국,서울특별시 마포구 망원로8길 55 구앤윤브릭하우스 1층 (망원동),191662.172899792,450305.348358451,POINT (947317.0570508643 1950793.219553857)
2353,태평양약국,서울특별시 마포구 홍익로 1 1층 (서교동),193213.616831647,450066.406857948,POINT (948866.6220594982 1950546.099366704)
2354,은혜약국,서울특별시 마포구 숭문길 221 1층 (대흥동),195195.784100532,450441.605673705,POINT (950850.0130854031 1950910.5826923365)
2355,늘푸른약국,서울특별시 마포구 백범로 202 1층 102호 (신공덕동 마포케이씨씨웰츠타워),195729.493881417,448955.17308073,POINT (951375.5886367745 1949421.8893907212)
2356,이화바이오약국,서울특별시 마포구 양화로 156 LG팰리스빌딩 306-1호 (동교동),193166.430144679,450425.852790862,POINT (948821.3702956971 1950905.6564132764)
2357,소나무약국,서울특별시 마포구 월드컵북로 402 케이지아이티센터 102호 (상암동),190125.564768858,453090.149821248,POINT (945795.8980204583 1953585.1349010023)
2358,평화약국,서울특별시 마포구 양화로 64 서교제일빌딩 2층 202호 (서교동),192488.985144597,449787.214169203,POINT (948140.7847512217 1950270.8790109186)
2359,햇빛약국,서울특별시 마포구 마포대로 68 408-2호 (도화동 마포아크로타워),195422.175350477,448787.973520895,POINT (951067.4997659068 1949256.3936820263)
2360,파란바다약국,서울특별시 마포구 월드컵로1길 14 206호 (합정동 마포 한강 푸르지오),192171.23539752,449751.486972783,POINT (947822.9683924365 1950236.8597542471)
2361,수정약국,서울특별시 마포구 마포대로 63-8 삼창프라자빌딩 1층 104호 (도화동),195324.793653981,448885.430093289,POINT (950970.6758123554 1949354.331002524)
2362,피크약국,서울특별시 마포구 양화로 61 두암빌딩 1층 (서교동),192425.329313157,449843.09938648,POINT (948077.4516839673 1950327.0818023894)
2363,유명온누리약국,서울특별시 마포구 만리재옛길 101-1 삼성래미안공덕2차 상가2동 102호 (아현동),196398.36805857,449944.763322283,POINT (952049.4747323052 1950407.5241463499)
2364,망원그랜드약국,서울특별시 마포구 월드컵로 79 유용빌딩 1층 (망원동),191963.55338271,450408.777619,POINT (947618.8716976071 1950895.0016100993)
2365,우리 이 약국,서울특별시 마포구 백범로 8 우정마샹스 오피스텔 비110호 (노고산동),194343.471516512,450203.900484327,POINT (949996.7676027692 1950677.5151910703)
2366,우정옵티마약국,서울특별시 마포구 백범로 4 1층 (노고산동),194343.779209757,450229.94630752,POINT (949997.2140444415 1950703.5491621085)
2367,신촌세민약국,서울특별시 마포구 신촌로 78 1층 (노고산동),194141.269574228,450383.477412632,POINT (949795.6023712774 1950858.0998345178)
2368,합정365약국,서울특별시 마포구 독막로 14 1층 (합정동),192412.385130041,449581.593120684,POINT (948063.1184026264 1950065.7465219223)
2369,셀약국,서울특별시 마포구 양화로 72 1층 118호 (서교동),192555.052010668,449861.955802692,POINT (948207.2243227684 1950345.2392652843)
2370,바른약국,서울특별시 마포구 백범로 101-1 1층 (대흥동),194880.1025404,449491.811052184,POINT (950529.3917421611 1949962.84419796)
2371,공덕역마트약국,서울특별시 마포구 백범로 212 2층 (신공덕동 대우 월드마크마포),195808.904523588,448910.741283532,POINT (951454.7311942597 1949377.0517992459)
2372,일출약국,서울특별시 마포구 독막로 85 1층 (상수동),193111.0881651,449528.812416512,POINT (948761.2673806505 1950009.2616112826)
2373,안녕약국,서울특별시 마포구 월드컵북로54길 25 상암DMC푸르지오시티 S-City 오피스텔동 111호 (상암동),190144.892942247,453302.04990022,POINT (945816.3492009941 1953796.8497411986)
2374,옵티마유한약국,서울특별시 마포구 월드컵북로 236 1층 (중동),191396.652337473,452011.131100501,POINT (947060.7363666417 1952499.7546739946)
2375,서교약국,서울특별시 마포구 월드컵로 72 지1층 (서교동),192052.56824179,450374.95131653,POINT (947707.6715280054 1950860.7138604892)
2376,스마일약국,서울특별시 마포구 백범로37길 26 1층 (신공덕동),195947.418815433,449116.788156616,POINT (951594.2892689222 1949582.2792163277)
2377,마포온누리약국,서울특별시 마포구 큰우물로 76 고려빌딩 101호 (도화동),195153.205994094,448725.077064367,POINT (950798.3008687199 1949194.955584401)
2378,바다약국,서울특별시 마포구 월드컵북로 69 1층 (성산동),192537.843021335,450850.120323981,POINT (948195.2908485248 1951333.1100477285)
2379,포도약국,서울특별시 마포구 마포대로 44 진도빌딩 1층 (도화동),195251.230426904,448634.756333949,POINT (950895.8053750354 1949104.1478737327)
2380,상암센트럴약국,서울특별시 마포구 상암산로 76 YTN 뉴스퀘어 지하1층 (상암동),190417.746373575,452995.277230914,POINT (946087.460232246 1953488.74034006)
2381,서교연세약국,서울특별시 마포구 양화로 166 미래프라자 지하1층 (동교동),193229.092454258,450500.686573469,POINT (948884.4071339048 1950980.1268330298)
2382,고래약국,서울특별시 마포구 신촌로 지하 90 신촌역 B1 240-107호 (노고산동),194413.169802204,450268.8345718,POINT (950066.784775699 1950742.0522046646)
2383,홍익약국,서울특별시 마포구 양화로18길 7 1층 (동교동),193269.421767047,450513.158286594,POINT (948924.7871851905 1950992.3786330258)
2384,튼튼약국,서울특별시 마포구 대흥로24길 24 A동 B2층 203호 (염리동),,,POINT EMPTY
2385,롱약국,서울특별시 마포구 양화로 지하 55 합정역 B1  238-105호 (서교동),192414.026879919,449807.978761545,POINT (948065.9664177744 1950292.0351302682)
2386,자이약국,서울특별시 마포구 대흥로 183 신촌그랑자이 상가 1동 103호 (대흥동),195134.559501968,450352.795771554,POINT (950788.3390164009 1950822.1341323066)
2387,마프자서울약국,서울특별시 마포구 대흥로24길 24 상가A동 206호 (염리동),,,POINT EMPTY
2388,소마약국,서울특별시 마포구 대흥로 57 1층 (대흥동),194604.770204123,449279.58777912,POINT (950253.0361296367 1949752.1719619613)
2389,해맑은약국,서울특별시 마포구 마포대로 115-12 공덕삼성아파트 상가동 211호 (공덕동),195614.865103655,449366.926256986,POINT (951263.1998256887 1949834.0915813537)
2390,봄약국,서울특별시 마포구 백범로31길 7 상가2동 203호 (공덕동 공덕SK리더스뷰),195436.613597001,449233.885686647,POINT (951084.3092203039 1949702.0535449442)
2391,새봄약국,서울특별시 마포구 월드컵로13길 34 1층 (망원동 두드림빌딩),191823.76210393,450380.787174401,POINT (947478.9856013226 1950867.767427008)
2392,2층하늘약국,서울특별시 마포구 월드컵북로 230 201호 (중동 현대상가),191435.876990887,451990.707795053,POINT (947099.8368351244 1952479.1300982751)
2393,홍대옵티마약국,서울특별시 마포구 양화로 156 117호 (동교동 LG팰리스빌딩),193166.430144679,450425.852790862,POINT (948821.3702956971 1950905.6564132764)
2394,하임온누리약국,서울특별시 마포구 도화길 43 108호 (도화동 나눔빌딩),195534.148554389,448836.610576891,POINT (951179.688185023 1949304.4147745166)
2395,아카데미약국,서울특별시 마포구 마포대로 52 205호 206호 (도화동 고려아카데미텔 II),195310.825031788,448677.797932004,POINT (950955.6059718113 1949146.8549148114)
2396,성은약국,서울특별시 마포구 효창원로 255-1 1층 (공덕동),196702.04987465,449748.023092262,POINT (952351.9879026512 1950209.2425113225)
2397,현정약국,서울특별시 마포구 연희로 37 1층 (연남동),193489.86611764,451091.211668019,POINT (949148.2277478056 1951569.0304875735)
2398,대흥약국,서울특별시 마포구 대흥로 192-1 1층 (대흥동),195170.195092811,450434.654103592,POINT (950824.3970666947 1950903.770293173)
2399,성산연세약국,서울특별시 마포구 월드컵북로38길 14 408호 (중동 오윤빌딩),191427.097563261,452028.237293526,POINT (947091.2609937487 1952516.6918272846)
2400,마리약국,서울특별시 마포구 마포대로 109 2층 (공덕동 롯데시티호텔),195564.375757848,449186.933273231,POINT (951211.7708554857 1949654.438548828)
2401,보천약국,서울특별시 마포구 신촌로 266-1 1층 (아현동),195978.011617773,450535.671346605,POINT (951632.4344640652 1951000.4405291844)
2402,행복약국,서울특별시 마포구 연희로 5 지하1층 (동교동),193415.419546754,450774.639630892,POINT (949072.1221633262 1951252.9792523782)
2403,성모약국,서울특별시 마포구 백범로 127 1층 (염리동),195116.028951093,449367.593942345,POINT (950764.5633224013 1949837.4181872508)
2404,메디칼약국,서울특별시 마포구 월드컵로14길 5 1층 (서교동),192038.724356593,450419.72342978,POINT (947694.0717583768 1950905.5423469814)
2405,메디칼세영약국,서울특별시 마포구 월드컵로 159 1층 (망원동),191503.300584716,451060.538554901,POINT (947162.2734270523 1951548.9630791412)
2406,해오름약국,서울특별시 마포구 대흥로 34 1층 (용강동),194499.894540957,449063.37473064,POINT (950147.0490586183 1949536.6027751334)
2407,대교약국,서울특별시 마포구 도화길 10 1층 (도화동),195277.544591485,448616.306480029,POINT (950922.0108617473 1949085.5650174962)
2408,우리약국,서울특별시 마포구 숭문길 215 1층 (대흥동),195196.44030187,450413.358205629,POINT (950850.5184153289 1950882.3428265485)
2409,온누리약국,서울특별시 마포구 월드컵북로 126 1층 (성산동),192240.70762271,451338.570262321,POINT (947900.8760653891 1951822.9540493623)
2410,프라자약국,서울특별시 마포구 신촌로 238 1층 (아현동),195701.817537219,450517.562301802,POINT (951356.2525450767 1950983.811287685)
2411,우리들약국,서울특별시 마포구 동교로 203 1층 (동교동),193130.268175682,450675.301180139,POINT (948786.5525411186 1951155.2001447924)
2412,샘터약국,서울특별시 마포구 효창원로97길 10 1층 (공덕동),196660.618569254,449676.917680421,POINT (952310.1938714645 1950138.3860327175)
2413,선진약국,서울특별시 마포구 독막로20길 53 1층 (창전동),193596.939770949,449422.064760829,POINT (949246.3599974128 1949899.9656485228)
2414,유진온누리약국,서울특별시 마포구 도화4길 73 104호 (도화동 현대홈타운 상가동),195669.217619713,448393.658663222,POINT (951312.3432098354 1948860.917206033)
2415,합정동산약국,서울특별시 마포구 양화로 45 C-17호 (서교동 홈플러스합정점),192311.642580307,449855.643910445,POINT (947963.8761508694 1950340.2275400523)
2416,청춘약국,서울특별시 마포구 마포대로 25 103호 (마포동 신한디엠빌딩),195051.53369717,448575.956518546,POINT (950695.8736953437 1949046.435534979)
2417,미약국,서울특별시 마포구 신촌로 174 102호 (대흥동),195074.24259514,450469.599705479,POINT (950728.6685927632 1950939.2137791873)
2418,매일여는약국,서울특별시 마포구 월드컵북로 396 누리꿈스퀘어 B1094호 (상암동),190250.875091908,453017.867202928,POINT (945920.7741605198 1953512.2117831688)
2419,신일약국,서울특별시 마포구 손기정로 54 1층 (아현동),196610.14280262,450421.861110571,POINT (952263.7096766451 1950883.3046551372)
2420,수약국,서울특별시 마포구 월드컵로 151 1층 (망원동),191549.46452776,450994.999638204,POINT (947208.0699176388 1951483.2034816942)
2421,우대약국,서울특별시 마포구 만리재로 27 1층 (신공덕동),195889.818671701,449162.032222231,POINT (951536.9529761443 1949627.8125053681)
2422,용약국,서울특별시 마포구 신촌로 102-1 1층 (노고산동),194397.553052703,450261.160409978,POINT (950051.1332321728 1950734.464317043)
2423,연세참사랑약국,서울특별시 마포구 서강로 110 1층 (신수동),194068.379605116,450023.977767846,POINT (949720.8242080534 1950499.1296712134)
2424,팰리스약국,서울특별시 마포구 마포대로 143 220호 (공덕동 마포공덕파크팰리스 II),195782.167947617,449467.125357845,POINT (951430.9709866598 1949933.3593901584)
2425,열린약국,서울특별시 마포구 신촌로 16 1층 (동교동),193576.474980538,450639.754538572,POINT (949232.3953661574 1951117.2881296887)
2426,성산현대약국,서울특별시 마포구 월드컵로 205 101호 (성산동 성산임대아파트 상가동),191197.357926149,451340.139244336,POINT (946857.9407778983 1951830.0865977362)
2427,정성약국,서울특별시 마포구 만리재로 133 3층 (아현동 계룡빌딩),196583.868057127,449934.898617239,POINT (952234.8489901167 1950396.6743619598)
2428,라이프약국,서울특별시 마포구 신촌로 190 1층 (염리동),195214.283269789,450480.133815835,POINT (950868.7104163615 1950948.997055753)
2429,삼성메디칼약국,서울특별시 마포구 도화길 32 220호 221호 (도화동 삼성프라자상가),195542.119522775,448652.176751796,POINT (951186.6729688756 1949120.011007219)
2430,성산진약국,서울특별시 마포구 월드컵북로38길 14 301호 (중동 오윤빌딩),191427.097563261,452028.237293526,POINT (947091.2609937487 1952516.6918272846)
2431,명성약국,서울특별시 마포구 월드컵로 87 103호 (망원동 마포로얄프라자),191904.25617187,450473.93544408,POINT (947559.9449987055 1950960.4502330394)
2432,예진약국,서울특별시 마포구 월드컵북로 402 321호 (상암동 KGIT센터),190125.564768858,453090.149821248,POINT (945795.8980204583 1953585.1349010023)
2433,상암올리브약국,서울특별시 마포구 월드컵북로 402 케이지아이티센터 314호 (상암동),190125.564768858,453090.149821248,POINT (945795.8980204583 1953585.1349010023)
2434,신촌온누리약국,서울특별시 마포구 백범로 28 제2서강빌딩 105호 (신수동),194369.31872372,449982.687586794,POINT (950021.4252620538 1950456.2512190281)
2435,허브약국,서울특별시 마포구 마포대로 73 104호 (도화동 SK허브그린),195420.301139733,448905.847421736,POINT (951066.2545844947 1949374.231223907)
2436,푸른약국,서울특별시 마포구 마포대로 190 1층 (공덕동),196025.149461117,449854.158337053,POINT (951675.9201469326 1950318.9446212226)
2437,망원동약국,서울특별시 마포구 망원로 69 1층 (망원동),191496.226769637,450576.533930197,POINT (947152.621440948 1951065.1844453672)
2438,수려한약국,서울특별시 마포구 월드컵북로 137 1층 2호 (성산동 씨에스타워),192108.605311771,451398.784543169,POINT (947769.1463541586 1951883.8493666386)
2439,DMC하늘약국,서울특별시 마포구 월드컵북로 361 302호 (상암동 DMC이안상암2단지),190335.496775957,452758.642764785,POINT (946003.9801540273 1953252.6364186974)
2440,참약국,서울특별시 마포구 와우산로 149 1층 (서교동),193716.56824476,450262.588552853,POINT (949370.4227741798 1950739.522757422)
2441,delight이화약국,서울특별시 마포구 월드컵로3길 14 220호 (합정동),192142.27136309,449868.964586499,POINT (947794.6419539547 1950354.4460061418)
2442,사랑의약국,서울특별시 마포구 독막로 10 3층 (합정동 성지빌딩),192372.582291826,449578.409915804,POINT (948023.3141123373 1950062.7767498586)
2443,올리브약국,서울특별시 마포구 신촌로 88 1층 (노고산동),194219.19139038,450346.609802096,POINT (949873.2970817342 1950820.8312019545)
2444,제민약국,서울특별시 마포구 삼개로 24 101호 (도화동 용현빌딩),195269.757464227,448412.81035196,POINT (950913.1421907498 1948882.1903757954)
2445,더블유스토어연세약국,서울특별시 마포구 신촌로 92 1층 (노고산동 카리스빌딩),194245.940055929,450324.154532115,POINT (949899.915536774 1950798.2421133355)
2446,구심당약국,서울특별시 마포구 월드컵로25길 58 1층 (망원동),191481.633860861,450632.871097349,POINT (947138.334608522 1951121.5775114517)
2447,원이약국,서울특별시 마포구 와우산로 94 제2기숙사 지하1층 B110호 (상수동),193359.27190055,450050.076971586,POINT (949012.133135383 1950528.999293929)
2448,라임약국,서울특별시 마포구 신촌로 170 2층 상가 311호 (대흥동 이대역푸르지오시티),195006.913064988,450457.146504977,POINT (950661.2991070902 1950927.1244698572)
2449,미소가득한약국,서울특별시 마포구 월드컵북로 396 115호 (상암동 누리꿈스퀘어),190250.875091908,453017.867202928,POINT (945920.7741605198 1953512.2117831688)
2450,세명약국,서울특별시 마포구 마포대로 127 214호 (공덕동 풍림VIP텔),195703.425296812,449330.800717721,POINT (951351.5326018232 1949797.5081645106)
2451,신촌성은약국,서울특별시 마포구 서강로 138 1층 (노고산동),194272.707261254,450208.63237065,POINT (949926.0563134878 1950682.6225167385)
2452,도원약국,서울특별시 마포구 마포대로 52 고려아카데미텔Ⅱ 1층 105호 (도화동),195310.825031788,448677.797932004,POINT (950955.6059718113 1949146.8549148114)
2453,한마음약국,서울특별시 마포구 마포대로24길 4 공덕자이아파트 상가 상가1동 105호 (아현동),196200.0,450214.0,POINT (951852.6202991656 1950677.7122997069)
2454,일층약국,서울특별시 마포구 신촌로 266 1층 (아현동),195963.808713336,450536.468632192,POINT (951618.2414035589 1951001.3132311224)
2455,소망약국,서울특별시 마포구 양화로 165 상진빌딩 지하1층 (동교동),193185.63385411,450550.67586236,POINT (948841.2320630238 1951030.3283090184)
2456,홍대참신한약국,서울특별시 마포구 어울마당로 62 1층 (서교동),192986.680360848,449813.404693712,POINT (948638.425372993 1950294.405950927)
2457,합정녹십자약국,서울특별시 마포구 독막로 22 청명빌딩 1층 (합정동),192482.011283077,449556.961285777,POINT (948132.5860929331 1950040.7531123697)
2458,마포보건약국,서울특별시 마포구 월드컵로 204 이안상암 105호 (성산동),191284.3945348,451460.53743524,POINT (946945.5856516014 1951949.9738157368)
2459,연남약국,서울특별시 마포구 양화로21길 31 1층 (동교동),193257.749884122,450804.241820776,POINT (948914.6719862737 1951283.410620121)
2460,서울약국,서울특별시 마포구 마포대로 156 공덕푸르지오시티 121호 (공덕동),195967.719264,449825.655955,POINT (951618.3606111996 1950290.759641122)
2461,홍대수약국,서울특별시 마포구 홍익로3길 11 1층 (서교동),193050.201375027,450174.445163385,POINT (948703.8464677229 1950654.9667290135)
2462,코코약국,서울특별시 마포구 망원로 74-1 1층 (망원동),191552.221600206,450557.152638737,POINT (947208.491148573 1951045.5121200772)
2463,동경약국,서울특별시 마포구 신촌로16길 4 1층 101호 (노고산동),194161.677499873,450364.632633001,POINT (949815.901822798 1950839.153626471)
2464,맘스케어약국,서울특별시 마포구 마포대로 201 (아현동 마포트라팰리스2차),195998.895889935,449990.859988851,POINT (951650.405721221 1950455.7323974986)
2465,즐거운약국,서울특별시 마포구 큰우물로 53 염리동 106호 (염리동 마포 네이버타운),195038.105005811,448896.754707491,POINT (950684.160163083 1949367.1792919245)
2466,참조은약국,서울특별시 마포구 마포대로 92 1층 (도화동 효성 해링턴 스퀘어),195616.580723896,448973.867131637,POINT (951262.8195471803 1949441.1779502584)
2467,약초원약국,서울특별시 마포구 망원로6길 50 지1층 (망원동),191424.303411361,450277.719982491,POINT (947079.132773149 1950766.870212245)
2468,비온뒤숲속약국,서울특별시 마포구 월드컵로 111 104105호 (망원동 풍성빌딩),191783.482359827,450660.899713462,POINT (947440.2151248573 1951147.9856915406)
2469,이층약국,서울특별시 마포구 마포대로 143 210호 (공덕동 마포공덕파크팰리스II),195782.167947617,449467.125357845,POINT (951430.9709866598 1949933.3593901584)
2470,환도약국,서울특별시 마포구 방울내로 41 1층 (망원동),191109.454465577,450747.571145205,POINT (946766.9114931854 1951238.2175394564)
2471,다나약국,서울특별시 마포구 대흥로 186-2 1층 (대흥동),195170.056023472,450384.98472828,POINT (950823.9932192015 1950854.1211777506)
2472,호정약국,서울특별시 마포구 효창원로 248-3 1층 (공덕동),196719.857925039,449677.073470991,POINT (952369.4106853891 1950138.2259518013)
2473,토정약국,서울특별시 마포구 토정로32길 13 105호 (토정동 삼성상가),194739.226729202,448590.225541689,POINT (950383.7653820018 1949062.363530396)
2474,참마음약국,서울특별시 마포구 양화로 73 101호 (서교동 체리스빌딩),192510.219478049,449906.551472075,POINT (948162.6470331473 1950390.056558358)
2475,아름다운약국,서울특별시 마포구 마포대로24길 56 1층 (아현동 보령빌딩),196554.21056849,449921.185527179,POINT (952205.1300894037 1950383.1247961463)
2476,연세한우리약국,서울특별시 마포구 서강로 106 1층 (신수동),194055.924830719,450005.235961878,POINT (949708.2743900308 1950480.4616101054)
2477,성지약국,서울특별시 마포구 동교로 181 1층 (동교동),192997.21745307,450507.193308796,POINT (948652.6574134913 1950987.8673965507)
2478,굿모닝약국,서울특별시 마포구 월드컵북로 361 102호 (상암동 디엠씨이안 상암2단지),190335.496775957,452758.642764785,POINT (946003.9801540273 1953252.6364186974)
2479,그린이화약국,서울특별시 마포구 양화로 133 B104-5호 (서교동 서교타워빌딩),192948.082935166,450340.205569676,POINT (948602.6517092127 1950821.2068629605)
2480,이화약국,서울특별시 마포구 월드컵로 126 1층 (성산동),191736.025809745,450811.371237704,POINT (947393.5794100222 1951298.6516967337)
2481,이지약국,서울특별시 마포구 양화로 152 1층 (동교동 대화빌딩),193118.738300112,450394.174554737,POINT (948773.5281773864 1950874.2448465074)
2482,청심약국,서울특별시 마포구 희우정로 42-9 101호 (합정동),191707.482970174,449882.27887155,POINT (947360.0938360217 1950370.0731361727)
2483,대흥온누리약국,서울특별시 마포구 신촌로 160 106호 (대흥동 이대역스타힐스),194917.81216231,450449.202271154,POINT (950572.1908340779 1950919.658438805)
2484,한우리약국,서울특별시 마포구 망원로 73 1층 (망원동),191538.786084222,450587.622610104,POINT (947195.2233294513 1951076.0418781037)
2485,신영약국,서울특별시 마포구 백범로 178 A203-1호 (공덕동 마포신영지웰),195518.943871987,449071.651462791,POINT (951165.7423259293 1949539.444259026)
2486,온누리미소약국,서울특별시 마포구 월드컵로 29 지하2층 (합정동 JH빌딩),192163.247468731,449979.821292621,POINT (947816.2009137113 1950465.147681106)
2487,호산나약국,서울특별시 마포구 창전로 60 1층 (구수동 서강빌딩),194000.235705042,449503.699114038,POINT (949649.9332696957 1949979.4181109858)
2488,명치약국,서울특별시 마포구 임정로15길 13 1층 (신공덕동),196153.3922168,449012.165667895,POINT (951799.6238679169 1949476.6000108942)
2489,독일약국,서울특별시 마포구 도화4길 19 1층 (도화동),195596.825394241,448754.560241036,POINT (951241.903033419 1949222.0626373615)
2490,상수약국,서울특별시 마포구 큰우물로 75 1층 4호 (도화동 성지빌딩),195184.335899857,448780.26877488,POINT (950829.7127224854 1949249.9596825514)
2491,근화사약국,서울특별시 마포구 만리재옛길 1 1층 (공덕동),195849.727721903,449175.307569415,POINT (951496.9485726163 1949641.2963327721)
2492,미소약국,서울특별시 마포구 마포대로 68 608호 (도화동 마포아크로타워),195422.175350477,448787.973520895,POINT (951067.4997659068 1949256.3936820263)
2493,건강약국,서울특별시 마포구 방울내로 70 1층 (망원동),191388.418109271,450872.534425987,POINT (947046.4330756941 1951361.6446920605)
2494,월드약국,서울특별시 마포구 월드컵북로 502 월드컵파크 프라자 210호 (상암동),189315.370584751,453647.349314742,POINT (944988.9902092306 1954146.4412815191)
2495,세계로약국,서울특별시 마포구 월드컵북로 347 1층 (상암동),190490.42641517,452676.547382437,POINT (946158.4117751254 1953169.746401399)
2496,마포웰츠약국,서울특별시 마포구 백범로 202 201호 (신공덕동 마포KCC웰츠타워),195729.493881417,448955.17308073,POINT (951375.5886367745 1949421.8893907212)
2497,정아약국,서울특별시 마포구 독막로 43 1층 (합정동),192698.557290752,449545.636705808,POINT (948348.9872583408 1950028.2785370282)
2498,이화키즈팜약국,서울특별시 마포구 마포대로 195 4단지상가동 219호 (아현동 마포래미안푸르지오),195818.0,449944.0,POINT (951469.331219402 1950409.8552914758)
2499,옵티마상원약국,서울특별시 마포구 월드컵로 75 1층 (망원동),191987.536216237,450374.304670595,POINT (947642.6613831478 1950860.4142132045)
2500,드림약국,서울특별시 마포구 월드컵북로 396 B1010호 (상암동 누리꿈스퀘어),190250.875091908,453017.867202928,POINT (945920.7741605198 1953512.2117831688)
2501,아이비약국,서울특별시 마포구 만리재로 14 지하 1층 12호 (공덕동 르네상스타워),195766.588069694,449083.306922623,POINT (951413.3512316288 1949549.7750770324)
2502,종오약국,서울특별시 마포구 만리재로 130 1층 (공덕동),196574.272293677,449859.204198251,POINT (952224.8534597695 1950321.060961619)
2503,하늘약국,서울특별시 마포구 독막로 2 2층 (합정동),192299.467441333,449584.700607097,POINT (947950.2612985391 1950069.4547689715)
2504,제일약국,서울특별시 마포구 포은로 68 1층 (망원동),191651.829438373,450113.439547473,POINT (947305.6944007337 1950601.4405717212)
2505,대영약국,서울특별시 마포구 모래내로7길 44 1층 (성산동),192032.606468264,451690.939471629,POINT (947694.7352403424 1952176.2957834152)
2506,르호봇약국,서울특별시 마포구 서강로 133 4층 (노고산동 병우빌딩),194209.190531122,450239.854658343,POINT (949862.7309437329 1950714.1712207892)
2507,원약국,서울특별시 마포구 월드컵북로 396 B1070호 (상암동 누리꿈스퀘어),190250.875091908,453017.867202928,POINT (945920.7741605198 1953512.2117831688)
2508,한사랑약국,서울특별시 마포구 망원로 78 1층 (망원동),191582.738056168,450562.952314117,POINT (947239.0266586703 1951051.1468207752)
2509,마래푸약국,서울특별시 마포구 신촌로34길 37 1층 (아현동),195957.526899719,450374.050174046,POINT (951611.0960569693 1950838.992231956)
2510,지선약국,서울특별시 마포구 월드컵북로 185 1층 (성산동),191797.951263783,451739.966725383,POINT (947460.4328907252 1952226.5554528998)
2511,최국희약국,서울특별시 마포구 독막로 63 1층 (상수동),192908.58655556,449528.071215394,POINT (948558.8409041531 1950009.6002353479)
2512,아현종로약국,서울특별시 마포구 굴레방로9길 2 1층 (아현동),196010.486961304,450526.072270739,POINT (951664.8458361937 1950990.6720746493)
